ticker,company_name,sic,sic_description,cluster
GDYN,"GRID DYNAMICS HOLDINGS, INC.",7372,Services-Prepackaged Software,1
CRSR,"Corsair Gaming, Inc.",3577,"Computer Peripheral Equipment, NEC",1
STNE,StoneCo Ltd.,7374,Services-Computer Processing & Data Preparation,1
RVLV,"Revolve Group, Inc.",5961,Retail-Catalog & Mail-Order Houses,1
APP,AppLovin Corp,7370,"Services-Computer Programming, Data Processing, Etc.",1
BKSY,BlackSky Technology Inc.,3663,Radio & Tv Broadcasting & Communications Equipment,1
XTKG,"X3 Holdings Co., Ltd.",7371,Services-Computer Programming Services,1
JMIA,Jumia Technologies AG,5961,Retail-Catalog & Mail-Order Houses,1
QUBT,Quantum Computing Inc.,7372,Services-Prepackaged Software,1
SY,So-Young International Inc.,7374,Services-Computer Processing & Data Preparation,1
CRKN,Crown Electrokinetics Corp.,3679,"Electronic Components, NEC",1
DOYU,DouYu International Holdings Ltd,7370,"Services-Computer Programming, Data Processing, Etc.",1
CLVT,CLARIVATE PLC,7374,Services-Computer Processing & Data Preparation,1
CHWY,"Chewy, Inc.",5961,Retail-Catalog & Mail-Order Houses,1
CRNC,Cerence Inc.,7372,Services-Prepackaged Software,1
WIMI,WiMi Hologram Cloud Inc.,7372,Services-Prepackaged Software,1
XRX,Xerox Holdings Corp,3577,"Computer Peripheral Equipment, NEC",1
DT,"Dynatrace, Inc.",7372,Services-Prepackaged Software,1
SKIL,Skillsoft Corp.,7372,Services-Prepackaged Software,1
AVPT,"AvePoint, Inc.",7372,Services-Prepackaged Software,1
MAPS,"WM TECHNOLOGY, INC.",7372,Services-Prepackaged Software,1
SOGP,Sound Group Inc.,7370,"Services-Computer Programming, Data Processing, Etc.",1
PRCH,"Porch Group, Inc.",7372,Services-Prepackaged Software,1
NXTT,Next Technology Holding Inc.,7374,Services-Computer Processing & Data Preparation,1
BILL,"BILL Holdings, Inc.",7372,Services-Prepackaged Software,1
XPER,Xperi Inc.,7372,Services-Prepackaged Software,1
VTEX,VTEX,7372,Services-Prepackaged Software,1
YALA,Yalla Group Ltd,7370,"Services-Computer Programming, Data Processing, Etc.",1
GTM,ZoomInfo Technologies Inc.,7372,Services-Prepackaged Software,1
KC,Kingsoft Cloud Holdings Ltd,7372,Services-Prepackaged Software,1
MAXN,"Maxeon Solar Technologies, Ltd.",3674,Semiconductors & Related Devices,1
IAC,IAC Inc.,7370,"Services-Computer Programming, Data Processing, Etc.",1
MLGO,MicroAlgo Inc.,7371,Services-Computer Programming Services,1
FROG,JFrog Ltd,7372,Services-Prepackaged Software,1
SKLZ,Skillz Inc.,7374,Services-Computer Processing & Data Preparation,1
MSPR,"MSP Recovery, Inc.",7374,Services-Computer Processing & Data Preparation,1
API,"Agora, Inc.",7372,Services-Prepackaged Software,1
OST,"Ostin Technology Group Co., Ltd.",3679,"Electronic Components, NEC",1
EVLV,"Evolv Technologies Holdings, Inc.",3577,"Computer Peripheral Equipment, NEC",1
SST,"System1, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",1
VERX,"Vertex, Inc.",7372,Services-Prepackaged Software,1
CRDO,Credo Technology Group Holding Ltd,3674,Semiconductors & Related Devices,1
GDRX,"GoodRx Holdings, Inc.",7374,Services-Computer Processing & Data Preparation,1
RXT,"Rackspace Technology, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",1
U,Unity Software Inc.,7372,Services-Prepackaged Software,1
LYTHF,Lytus Technologies Holdings PTV. Ltd.,7374,Services-Computer Processing & Data Preparation,1
CCC,CCC Intelligent Solutions Holdings Inc.,7372,Services-Prepackaged Software,1
DV,"DoubleVerify Holdings, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",1
SKYT,"SkyWater Technology, Inc",3674,Semiconductors & Related Devices,1
GRND,Grindr Inc.,7370,"Services-Computer Programming, Data Processing, Etc.",1
CXAI,CXApp Inc.,7372,Services-Prepackaged Software,1
MSGM,Motorsport Games Inc.,7372,Services-Prepackaged Software,1
NVTS,Navitas Semiconductor Corp,3674,Semiconductors & Related Devices,1
LSPD,Lightspeed Commerce Inc.,7372,Services-Prepackaged Software,1
CGNT,Cognyte Software Ltd.,7372,Services-Prepackaged Software,1
IONQ,"IonQ, Inc.",7373,Services-Computer Integrated Systems Design,1
PDYN,Palladyne AI Corp.,7372,Services-Prepackaged Software,1
CERT,"Certara, Inc.",7372,Services-Prepackaged Software,1
PLTK,Playtika Holding Corp.,7374,Services-Computer Processing & Data Preparation,1
AUR,"Aurora Innovation, Inc.",7373,Services-Computer Integrated Systems Design,1
FTCI,"FTC Solar, Inc.",3674,Semiconductors & Related Devices,1
DSP,Viant Technology Inc.,7370,"Services-Computer Programming, Data Processing, Etc.",1
TUYA,Tuya Inc.,7372,Services-Prepackaged Software,1
TASK,"TaskUs, Inc.",7374,Services-Computer Processing & Data Preparation,1
DCBO,Docebo Inc.,7372,Services-Prepackaged Software,1
BMBL,Bumble Inc.,7370,"Services-Computer Programming, Data Processing, Etc.",1
RUM,Rumble Inc.,7370,"Services-Computer Programming, Data Processing, Etc.",1
SHLS,"Shoals Technologies Group, Inc.",3674,Semiconductors & Related Devices,1
SEMR,"SEMrush Holdings, Inc.",7372,Services-Prepackaged Software,1
LUXE,LuxExperience B.V.,5961,Retail-Catalog & Mail-Order Houses,1
NABL,"N-able, Inc.",7372,Services-Prepackaged Software,1
CPNG,"Coupang, Inc.",5961,Retail-Catalog & Mail-Order Houses,1
MRVL,"Marvell Technology, Inc.",3674,Semiconductors & Related Devices,1
KVYO,"Klaviyo, Inc.",7372,Services-Prepackaged Software,1
GLBE,Global-E Online Ltd.,7372,Services-Prepackaged Software,1
SRAD,Sportradar Group AG,7370,"Services-Computer Programming, Data Processing, Etc.",1
PL,Planet Labs PBC,3663,Radio & Tv Broadcasting & Communications Equipment,1
BBAI,"BigBear.ai Holdings, Inc.",7372,Services-Prepackaged Software,1
SMRT,"SmartRent, Inc.",7373,Services-Computer Integrated Systems Design,1
RGTI,"Rigetti Computing, Inc.",7371,Services-Computer Programming Services,1
YMM,Full Truck Alliance Co. Ltd.,7372,Services-Prepackaged Software,1
HCTI,"Healthcare Triangle, Inc.",7373,Services-Computer Integrated Systems Design,1
SSM,Sono Group N.V.,3674,Semiconductors & Related Devices,1
TBLA,Taboola.com Ltd.,7370,"Services-Computer Programming, Data Processing, Etc.",1
SOUN,"SOUNDHOUND AI, INC.",7372,Services-Prepackaged Software,1
HOLO,MicroCloud Hologram Inc.,7370,"Services-Computer Programming, Data Processing, Etc.",1
INDI,"indie Semiconductor, Inc.",3674,Semiconductors & Related Devices,1
AISP,"Airship AI Holdings, Inc.",7372,Services-Prepackaged Software,1
SMWB,SIMILARWEB LTD.,7370,"Services-Computer Programming, Data Processing, Etc.",1
BZ,Kanzhun Ltd,7370,"Services-Computer Programming, Data Processing, Etc.",1
MNDY,monday.com Ltd.,7372,Services-Prepackaged Software,1
NPWR,NET Power Inc.,3620,Electrical Industrial Apparatus,1
NXDR,"Nextdoor Holdings, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",1
GNS,Genius Group Ltd,7372,Services-Prepackaged Software,1
NEXN,Nexxen International Ltd.,7370,"Services-Computer Programming, Data Processing, Etc.",1
DJT,Trump Media & Technology Group Corp.,7370,"Services-Computer Programming, Data Processing, Etc.",1
HEPS,D-MARKET Electronic Services & Trading,5961,Retail-Catalog & Mail-Order Houses,1
ZETA,Zeta Global Holdings Corp.,7372,Services-Prepackaged Software,1
EVCM,EverCommerce Inc.,7372,Services-Prepackaged Software,1
DDL,Dingdong (Cayman) Ltd,5961,Retail-Catalog & Mail-Order Houses,1
CLBT,Cellebrite DI Ltd.,7372,Services-Prepackaged Software,1
BLND,"Blend Labs, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",1
YOU,"Clear Secure, Inc.",7372,Services-Prepackaged Software,1
GCT,GigaCloud Technology Inc,5961,Retail-Catalog & Mail-Order Houses,1
ARQQ,Arqit Quantum Inc.,7372,Services-Prepackaged Software,1
DH,Definitive Healthcare Corp.,7372,Services-Prepackaged Software,1
ARBE,Arbe Robotics Ltd.,7373,Services-Computer Integrated Systems Design,1
ECX,ECARX Holdings Inc.,7373,Services-Computer Integrated Systems Design,1
CWAN,"Clearwater Analytics Holdings, Inc.",7372,Services-Prepackaged Software,1
CCSI,"Consensus Cloud Solutions, Inc.",7372,Services-Prepackaged Software,1
AMPL,"Amplitude, Inc.",7372,Services-Prepackaged Software,1
KD,"Kyndryl Holdings, Inc.",7373,Services-Computer Integrated Systems Design,1
WRD,WeRide Inc.,7373,Services-Computer Integrated Systems Design,1
BZAI,"Blaize Holdings, Inc.",3674,Semiconductors & Related Devices,1
CYN,Cyngn Inc.,7371,Services-Computer Programming Services,0
HOUR,"Hour Loop, Inc",5961,Retail-Catalog & Mail-Order Houses,1
WLDS,Wearable Devices Ltd.,3576,Computer Communications Equipment,1
UBXG,U-BX Technology Ltd.,7370,"Services-Computer Programming, Data Processing, Etc.",1
OS,"OneStream, Inc.",7372,Services-Prepackaged Software,1
GXAI,GAXOS.AI INC.,7372,Services-Prepackaged Software,1
SGN,"Signing Day Sports, Inc.",7374,Services-Computer Processing & Data Preparation,0
BMR,Beamr Imaging Ltd.,7372,Services-Prepackaged Software,1
NCNO,"nCino, Inc.",7372,Services-Prepackaged Software,1
GRRR,Gorilla Technology Group Inc.,7372,Services-Prepackaged Software,1
HUBC,Hub Cyber Security Ltd.,3576,Computer Communications Equipment,1
QBTS,D-Wave Quantum Inc.,7374,Services-Computer Processing & Data Preparation,1
MBLY,Mobileye Global Inc.,7372,Services-Prepackaged Software,1
RZLV,REZOLVE AI PLC,7370,"Services-Computer Programming, Data Processing, Etc.",1
SVCO,"Silvaco Group, Inc.",7372,Services-Prepackaged Software,1
RBRK,"Rubrik, Inc.",7372,Services-Prepackaged Software,1
LAES,SEALSQ Corp,3674,Semiconductors & Related Devices,1
UMAC,"Unusual Machines, Inc.",3663,Radio & Tv Broadcasting & Communications Equipment,1
NVNI,Nvni Group Ltd,7372,Services-Prepackaged Software,1
ARM,ARM HOLDINGS PLC /UK,3674,Semiconductors & Related Devices,1
NATL,NCR Atleos Corp,3578,Calculating & Accounting Machines (No Electronic Computers),1
MNDR,Mobile-health Network Solutions,7372,Services-Prepackaged Software,1
ORKT,ORANGEKLOUD TECHNOLOGY INC.,7372,Services-Prepackaged Software,0
SBET,"SharpLink Gaming, Inc.",7372,Services-Prepackaged Software,1
WCT,Wellchange Holdings Co Ltd,7372,Services-Prepackaged Software,1
WAY,Waystar Holding Corp.,7373,Services-Computer Integrated Systems Design,1
TE,T1 Energy Inc.,3674,Semiconductors & Related Devices,1
ZENA,"ZenaTech, Inc.",7372,Services-Prepackaged Software,1
LOGC,ContextLogic Holdings Inc.,5961,Retail-Catalog & Mail-Order Houses,1
