ticker,company_name,sic,sic_description,cluster
BBBY,"BED BATH & BEYOND, INC.",5961,Retail-Catalog & Mail-Order Houses,0
GSIT,GSI TECHNOLOGY INC,3674,Semiconductors & Related Devices,0
LASR,"NLIGHT, INC.",3674,Semiconductors & Related Devices,0
WIT,WIPRO LTD,7371,Services-Computer Programming Services,0
NTGR,"NETGEAR, INC.",3661,Telephone & Telegraph Apparatus,0
ASX,"ASE Technology Holding Co., Ltd.",3674,Semiconductors & Related Devices,0
PDFS,PDF SOLUTIONS INC,7372,Services-Prepackaged Software,0
CRNT,CERAGON NETWORKS LTD,3663,Radio & Tv Broadcasting & Communications Equipment,0
TTMI,TTM TECHNOLOGIES INC,3672,Printed Circuit Boards,0
PI,IMPINJ INC,3679,"Electronic Components, NEC",2
IPGP,IPG PHOTONICS CORP,3674,Semiconductors & Related Devices,0
NTES,"NetEase, Inc.",7372,Services-Prepackaged Software,0
ONTF,ON24 INC.,7372,Services-Prepackaged Software,0
CRM,"Salesforce, Inc.",7372,Services-Prepackaged Software,0
QLYS,"QUALYS, INC.",7372,Services-Prepackaged Software,0
IFNNY,INFINEON TECHNOLOGIES AG,3674,Semiconductors & Related Devices,0
LPSN,LIVEPERSON INC,7372,Services-Prepackaged Software,0
ON,ON SEMICONDUCTOR CORP,3674,Semiconductors & Related Devices,0
HSTM,HEALTHSTREAM INC,7370,"Services-Computer Programming, Data Processing, Etc.",0
PLUG,PLUG POWER INC,3620,Electrical Industrial Apparatus,0
SPSC,SPS COMMERCE INC,7372,Services-Prepackaged Software,0
MTLS,MATERIALISE NV,7372,Services-Prepackaged Software,0
AUDC,AUDIOCODES LTD,3661,Telephone & Telegraph Apparatus,0
EXTR,EXTREME NETWORKS INC,3576,Computer Communications Equipment,0
NTCT,NETSCOUT SYSTEMS INC,7373,Services-Computer Integrated Systems Design,0
BB,BLACKBERRY Ltd,7372,Services-Prepackaged Software,0
INFY,Infosys Ltd,7371,Services-Computer Programming Services,0
DOX,AMDOCS LTD,7371,Services-Computer Programming Services,0
IMMR,IMMERSION CORP,3577,"Computer Peripheral Equipment, NEC",0
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,7371,Services-Computer Programming Services,0
MANH,MANHATTAN ASSOCIATES INC,7372,Services-Prepackaged Software,2
AXTI,AXT INC,3674,Semiconductors & Related Devices,0
CNXN,PC CONNECTION INC,5961,Retail-Catalog & Mail-Order Houses,0
DSGX,DESCARTES SYSTEMS GROUP INC,7372,Services-Prepackaged Software,0
MRCY,MERCURY SYSTEMS INC,3670,Electronic Components & Accessories,0
FFIV,"F5, INC.",3576,Computer Communications Equipment,0
AMKR,"AMKOR TECHNOLOGY, INC.",3674,Semiconductors & Related Devices,0
TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,3674,Semiconductors & Related Devices,0
NVDA,NVIDIA CORP,3674,Semiconductors & Related Devices,0
OSPN,OneSpan Inc.,7373,Services-Computer Integrated Systems Design,0
FORM,FORMFACTOR INC,3674,Semiconductors & Related Devices,0
OSIS,OSI SYSTEMS INC,3674,Semiconductors & Related Devices,0
SLAB,SILICON LABORATORIES INC.,3674,Semiconductors & Related Devices,0
UMC,UNITED MICROELECTRONICS CORP,3674,Semiconductors & Related Devices,0
LOGI,LOGITECH INTERNATIONAL S.A.,3577,"Computer Peripheral Equipment, NEC",0
BSY,BENTLEY SYSTEMS INC,7372,Services-Prepackaged Software,0
CLS,CELESTICA INC,3672,Printed Circuit Boards,0
EGHT,8X8 INC /DE/,7374,Services-Computer Processing & Data Preparation,0
SLP,"Simulations Plus, Inc.",7373,Services-Computer Integrated Systems Design,0
INSG,INSEEGO CORP.,3669,"Communications Equipment, NEC",0
AMZN,AMAZON COM INC,5961,Retail-Catalog & Mail-Order Houses,0
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES LTD,7372,Services-Prepackaged Software,0
VRSN,VERISIGN INC/CA,7371,Services-Computer Programming Services,0
PEGA,PEGASYSTEMS INC,7374,Services-Computer Processing & Data Preparation,0
FDS,FACTSET RESEARCH SYSTEMS INC,7370,"Services-Computer Programming, Data Processing, Etc.",0
CSGS,CSG SYSTEMS INTERNATIONAL INC,7374,Services-Computer Processing & Data Preparation,0
OLED,UNIVERSAL DISPLAY CORP PA,3670,Electronic Components & Accessories,0
NICE,NICE Ltd.,7372,Services-Prepackaged Software,0
OTEX,OPEN TEXT CORP,7373,Services-Computer Integrated Systems Design,0
NTAP,"NetApp, Inc.",3572,Computer Storage Devices,0
SAP,SAP SE,7372,Services-Prepackaged Software,0
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,7372,Services-Prepackaged Software,0
SCKT,"SOCKET MOBILE, INC.",3571,Electronic Computers,0
CIEN,CIENA CORP,3661,Telephone & Telegraph Apparatus,0
ACIW,"ACI WORLDWIDE, INC.",7372,Services-Prepackaged Software,0
STM,STMicroelectronics N.V.,3674,Semiconductors & Related Devices,0
NSIT,INSIGHT ENTERPRISES INC,5961,Retail-Catalog & Mail-Order Houses,0
EAF,GRAFTECH INTERNATIONAL LTD,3620,Electrical Industrial Apparatus,2
TSEM,TOWER SEMICONDUCTOR LTD,3674,Semiconductors & Related Devices,0
AEIS,ADVANCED ENERGY INDUSTRIES INC,3679,"Electronic Components, NEC",0
OMCL,"OMNICELL, INC.",3571,Electronic Computers,0
ADTN,"ADTRAN Holdings, Inc.",3661,Telephone & Telegraph Apparatus,0
NOK,NOKIA CORP,3663,Radio & Tv Broadcasting & Communications Equipment,0
RMBS,RAMBUS INC,3674,Semiconductors & Related Devices,0
VIAV,VIAVI SOLUTIONS INC.,3674,Semiconductors & Related Devices,0
DDD,3D SYSTEMS CORP,7372,Services-Prepackaged Software,0
TCX,TUCOWS INC /PA/,7374,Services-Computer Processing & Data Preparation,0
INOD,INNODATA INC,7374,Services-Computer Processing & Data Preparation,0
JBL,JABIL INC,3672,Printed Circuit Boards,0
SANM,SANMINA CORP,3672,Printed Circuit Boards,0
GILT,GILAT SATELLITE NETWORKS LTD,3663,Radio & Tv Broadcasting & Communications Equipment,0
INTU,INTUIT INC.,7372,Services-Prepackaged Software,0
CTLP,"CANTALOUPE, INC.",3578,Calculating & Accounting Machines (No Electronic Computers),0
MTCH,"Match Group, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",0
FCEL,FUELCELL ENERGY INC,3620,Electrical Industrial Apparatus,0
SPNS,SAPIENS INTERNATIONAL CORP N V,7372,Services-Prepackaged Software,0
SNPS,SYNOPSYS INC,7372,Services-Prepackaged Software,0
AMSC,AMERICAN SUPERCONDUCTOR CORP /DE/,3621,Motors & Generators,0
PRGS,PROGRESS SOFTWARE CORP /MA,7372,Services-Prepackaged Software,0
ESE,ESCO TECHNOLOGIES INC,3669,"Communications Equipment, NEC",0
FLEX,FLEX LTD.,3672,Printed Circuit Boards,0
ALGM,"ALLEGRO MICROSYSTEMS, INC.",3674,Semiconductors & Related Devices,0
BHE,BENCHMARK ELECTRONICS INC,3672,Printed Circuit Boards,0
TYL,TYLER TECHNOLOGIES INC,7372,Services-Prepackaged Software,0
CSCO,"CISCO SYSTEMS, INC.",3576,Computer Communications Equipment,0
PTC,PTC INC.,7372,Services-Prepackaged Software,0
LSCC,LATTICE SEMICONDUCTOR CORP,3674,Semiconductors & Related Devices,0
DGII,DIGI INTERNATIONAL INC,3576,Computer Communications Equipment,0
HLIT,HARMONIC INC.,3663,Radio & Tv Broadcasting & Communications Equipment,0
GEN,Gen Digital Inc.,7372,Services-Prepackaged Software,0
POWI,POWER INTEGRATIONS INC,3674,Semiconductors & Related Devices,0
MCHP,MICROCHIP TECHNOLOGY INC,3674,Semiconductors & Related Devices,0
APH,AMPHENOL CORP /DE/,3678,Electronic Connectors,0
SYNA,SYNAPTICS Inc,3674,Semiconductors & Related Devices,0
TDC,TERADATA CORP /DE/,7372,Services-Prepackaged Software,0
CDNS,CADENCE DESIGN SYSTEMS INC,7372,Services-Prepackaged Software,0
PLAB,PHOTRONICS INC,3674,Semiconductors & Related Devices,0
MITK,MITEK SYSTEMS INC,3577,"Computer Peripheral Equipment, NEC",0
QCOM,QUALCOMM INC/DE,3663,Radio & Tv Broadcasting & Communications Equipment,0
AIFF,"FIREFLY NEUROSCIENCE, INC.",7372,Services-Prepackaged Software,0
CLFD,"Clearfield, Inc.",3661,Telephone & Telegraph Apparatus,0
ADBE,ADOBE INC.,7372,Services-Prepackaged Software,0
MSFT,MICROSOFT CORP,7372,Services-Prepackaged Software,0
PLXS,PLEXUS CORP,3672,Printed Circuit Boards,0
JKHY,JACK HENRY & ASSOCIATES INC,7373,Services-Computer Integrated Systems Design,0
CRUS,"CIRRUS LOGIC, INC.",3674,Semiconductors & Related Devices,0
KOPN,KOPIN CORP,3674,Semiconductors & Related Devices,0
ADSK,"Autodesk, Inc.",7372,Services-Prepackaged Software,0
VICR,VICOR CORP,3679,"Electronic Components, NEC",0
LNW,"Light & Wonder, Inc.",7373,Services-Computer Integrated Systems Design,0
RCAT,"Red Cat Holdings, Inc.",7372,Services-Prepackaged Software,0
UIS,UNISYS CORP,7373,Services-Computer Integrated Systems Design,0
RAMP,"LiveRamp Holdings, Inc.",7374,Services-Computer Processing & Data Preparation,0
MU,MICRON TECHNOLOGY INC,3674,Semiconductors & Related Devices,0
ERIC,ERICSSON LM TELEPHONE CO,3663,Radio & Tv Broadcasting & Communications Equipment,0
EA,ELECTRONIC ARTS INC.,7372,Services-Prepackaged Software,0
QMCO,QUANTUM CORP /DE/,3572,Computer Storage Devices,2
PAR,PAR TECHNOLOGY CORP,3578,Calculating & Accounting Machines (No Electronic Computers),0
AAPL,Apple Inc.,3571,Electronic Computers,0
TLS,TELOS CORP,7373,Services-Computer Integrated Systems Design,0
PSN,PARSONS CORP,7373,Services-Computer Integrated Systems Design,0
WWD,"Woodward, Inc.",3620,Electrical Industrial Apparatus,0
WDC,WESTERN DIGITAL CORP,3572,Computer Storage Devices,0
VSH,VISHAY INTERTECHNOLOGY INC,3670,Electronic Components & Accessories,0
TXN,TEXAS INSTRUMENTS INC,3674,Semiconductors & Related Devices,0
SMTC,SEMTECH CORP,3674,Semiconductors & Related Devices,2
PBI,PITNEY BOWES INC /DE/,3579,"Office Machines, NEC",0
AGYS,AGILYSYS INC,7373,Services-Computer Integrated Systems Design,0
VYX,NCR Voyix Corp,3578,Calculating & Accounting Machines (No Electronic Computers),0
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",3669,"Communications Equipment, NEC",2
MSI,"Motorola Solutions, Inc.",3663,Radio & Tv Broadcasting & Communications Equipment,0
MVIS,"MICROVISION, INC.",3679,"Electronic Components, NEC",0
MEI,METHODE ELECTRONICS INC,3678,Electronic Connectors,0
KLIC,KULICKE & SOFFA INDUSTRIES INC,3674,Semiconductors & Related Devices,0
IBM,INTERNATIONAL BUSINESS MACHINES CORP,3570,Computer & office Equipment,0
INTC,INTEL CORP,3674,Semiconductors & Related Devices,0
HUBB,HUBBELL INC,3670,Electronic Components & Accessories,0
HPQ,HP INC,3570,Computer & office Equipment,0
FELE,FRANKLIN ELECTRIC CO INC,3621,Motors & Generators,0
DIOD,DIODES INC /DEL/,3674,Semiconductors & Related Devices,0
DBD,"DIEBOLD NIXDORF, Inc",3578,Calculating & Accounting Machines (No Electronic Computers),0
CTS,CTS CORP,3672,Printed Circuit Boards,0
CMTL,COMTECH TELECOMMUNICATIONS CORP /DE/,3663,Radio & Tv Broadcasting & Communications Equipment,0
CACI,CACI INTERNATIONAL INC /DE/,7373,Services-Computer Integrated Systems Design,0
ADP,AUTOMATIC DATA PROCESSING INC,7374,Services-Computer Processing & Data Preparation,0
AMAT,APPLIED MATERIALS INC /DE,3674,Semiconductors & Related Devices,0
ADI,ANALOG DEVICES INC,3674,Semiconductors & Related Devices,0
SWKS,"SKYWORKS SOLUTIONS, INC.",3674,Semiconductors & Related Devices,2
AMD,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,0
