tic,gvkey,datadate,assets,revenue,net_income,operating_income,cash,debt_total,equity,rd,mktcap,cogs,intangibles,current_assets,current_liabilities,long_term_debt,roa,roe,op_margin,net_margin,cash_to_assets,debt_to_assets,debt_to_equity,current_ratio,rd_to_sales,log_assets,log_mktcap,mkt_to_book,p_to_s,p_to_e,gross_margin,asset_turnover,intangibles_to_assets,cash_ratio,long_term_debt_ratio
MTCH,26061,2024-12-31,4465.771,860.176,158.296,223.388,970.727,3952.779,-63.659,109.138,8225.2566,236.414,2526.178,1397.762,549.461,3933.566,0.035446510804069443,-2.486624043733015,0.2597003403954539,0.18402745484645,0.21737052795586698,0.8851280103704378,-62.09301120030161,2.5438784554317775,0.12687868529231228,8.404197154775531,9.014964772715327,-129.20807112898413,9.562294925689626,51.96124096629101,0.725156247093618,0.19261534010588544,0.5656756694420739,1.7666895375649954,0.8808257297564072
XYZ,26367,2024-12-31,36777.595,6032.561,1946.02,405.75,9746.213,7918.612999999999,21267.932,769.695,52666.26324,3705.459,13642.771,19880.201,8546.798,6681.236,0.052913193480976665,0.09150019851483444,0.06725999123755234,0.322586045959585,0.26500408740702047,0.21531078908232035,0.37232642082925593,2.326040816689478,0.12759008984741307,10.512644107222112,10.871730363311656,2.476322720986695,8.73033248068275,27.06357757885325,0.3857568949572163,0.16402815355381448,0.3709533209009453,1.1403350120126858,0.1816659300315858
NTNX,26746,2024-10-31,2181.351,590.956,29.926,27.25,1075.45,704.145,-685.296,173.959,16633.1745,64.578,189.533,1523.459,1220.599,676.512,0.013719020918687546,-0.04366872125329784,0.04611172405390587,0.05063997996466742,0.4930201512732247,0.3228022450307172,-1.0275049029908243,1.2481240767852506,0.2943687854933362,7.687699688603681,9.71915444392771,-24.271518438747634,28.14621477741152,555.8101483659694,0.8907228287723621,0.27091284254574344,0.08688789653751275,0.88108379574291,0.3101344075300123
TWLO,27364,2024-12-31,9865.472,1194.835,-12.47,13.67,2384.399,1110.147,7952.966,252.577,16494.19688,556.933,5481.769,3447.299,820.22,1076.462,-0.0012640043983703974,-0.0015679684786782692,0.011440910251206233,-0.010436587478605833,0.24169132505773672,0.1125285237239536,0.13958905394540852,4.202895564604618,0.21139069411257622,9.196796263232056,9.710763893783806,2.0739679862833564,13.804581285282067,-1322.7102550120287,0.5338829210727841,0.1211128063614189,0.5556519748877702,2.9070237253419813,0.10911409003036043
PI,27387,2024-12-31,489.08,91.569,-2.69,-3.613,164.714,292.801,149.864,25.894,4140.49104,42.405,29.014,326.398,331.177,5.719,-0.005500122679316267,-0.01794960764426413,-0.03945658465201105,-0.029376754141685505,0.336783348327472,0.5986771080395845,1.9537780921368706,0.9855696500662787,0.28278129061145146,6.192526075275989,8.328569668481556,27.62832327977366,45.21717000294859,-1539.216,0.5369065950267011,0.18722703852130532,0.05932362803631308,0.4973594180755306,0.011693383495542652
ATOM,27737,2024-12-31,29.124,0.6055518999999997,-4.657,-4.872,26.773,1.984,25.077,2.823,354.26399999999995,4.632,0.0,27.092,5.023194,0.471,-0.15990248592226344,-0.18570801930055428,-8.045553155724559,-7.690505140847551,0.919276198324406,0.06812251064414229,0.07911632172907444,5.393381183366599,4.661863004640892,3.3715625765324644,5.870042397902806,14.127048690034691,585.0266508948285,-76.07129053038436,-6.649220487954875,0.02079219544018678,0.0,5.329875772267605,0.016172229089410795
TTD,27885,2024-12-31,6111.951,741.012,182.229,195.309,1921.489,312.21500000000003,2949.145,127.893,58306.75053,111.155,14.621,5336.458,2873.465,247.723,0.029815193217354003,0.06179045113075146,0.2635706304351347,0.24591909442762064,0.3143822651719557,0.051082706651280424,0.10586627649708645,1.857150861416443,0.17259234668264484,8.718001313798514,10.973473155172371,19.770730340488512,78.68529865913104,319.9641688754259,0.8499956815814049,0.12123984632730203,0.002392198497664657,0.6687010282011439,0.04053092048676438
INTU,27928,2024-10-31,33193.0,3283.0,197.0,280.0,3358.0,6781.0,18136.0,704.0,160855.53006196462,742.0,19506.0,10726.0,8619.0,6217.0,0.005934986292290543,0.010862373180414645,0.08528784648187633,0.06000609198903442,0.10116590847467839,0.20429006115747297,0.3738972209969122,1.244459914143172,0.21443801401157478,10.410094289300497,11.988261912318427,8.869405054144497,48.99650626316315,816.525533309465,0.7739872068230277,0.09890639592685205,0.5876540234386768,0.3896043624550412,0.1872985267978188
MCHP,27965,2024-12-31,15632.2,1026.0,-53.6,34.4,586.0,6784.0,6031.5,246.2,30840.7654,418.1,9203.0,2995.8,1330.3,6749.5,-0.003428819999744118,-0.008886678272403217,0.03352826510721248,-0.05224171539961014,0.037486726116605466,0.4339760238482107,1.1247616679101384,2.2519732391189957,0.23996101364522415,9.657088168468887,10.336592645786933,5.113282831799718,30.059225536062378,-575.3874141791044,0.592495126705653,0.06563375596525121,0.5887207174933791,0.4405021423739006,0.4317690408259874
SANM,28139,2024-12-31,4812.022,2006.348,65.003,90.046,642.402,374.57,2250.421,7.024,4076.04022,1806.588,0.0,3876.45,1882.939,334.616,0.013508458606382098,0.028884817551915843,0.044880549137039046,0.032398666632109684,0.1334993896536633,0.07784045875101984,0.16644441195669613,2.058723091932346,0.00350088818091378,8.478872648987693,8.312881261811105,1.811234529005906,2.0315719007869024,62.705416980754734,0.09956398391505361,0.4169448934356493,0.0,0.3411698414021909,0.06953750419262422
JBL,28195,2024-11-30,17771.0,6994.0,100.0,280.0,2084.0,3279.0,1593.0,8.0,15171.26019,6219.0,838.0,13228.0,12434.0,3186.0,0.0056271453491643685,0.06277463904582549,0.04003431512725193,0.014297969688304261,0.11726970907658545,0.18451409599909965,2.0583804143126176,1.063857165835612,0.001143837575064341,9.785323194185485,9.627158140085502,9.523703822975518,2.1691821832999714,151.7126019,0.11080926508435802,0.393562545720556,0.04715547802599741,0.16760495415795398,0.17928085082437678
GILT,28236,2024-12-31,429.748,78.128,11.764,8.134,120.237,8.571,304.435,10.108,350.65455000000003,44.258,65.419,255.631,101.436,6.014,0.02737418207879967,0.03864207466290012,0.10411120212983822,0.15057341798074952,0.27978489719556576,0.01994424639556205,0.02815379309212147,2.520121061556055,0.1293774319066148,6.063198990383601,5.85980155080063,1.1518207499137747,4.488205892893713,29.807425195511733,0.4335193528568503,0.1817995662574346,0.15222642106536854,1.1853483970188097,0.013994247791729107
CDW,28320,2024-12-31,14678.4,5186.0,264.2,434.6,721.7,6024.1,2352.7,0.0,23077.703999999998,3961.2,5977.0,7373.1,5474.4,5756.1,0.017999236974057118,0.11229651039231521,0.08380254531430775,0.050944851523332044,0.04916748419446262,0.4104057662960541,2.5605049517575553,1.3468325295922843,0.0,9.594132304402853,10.046622235604241,9.809029625536617,4.450000771307366,87.34937168811506,0.23617431546471274,0.35330826248092434,0.4071969696969697,0.13183179891860297,0.3921476455199477
SPNS,28384,2024-12-31,691.711,134.305,17.867,21.748,216.19,63.747,479.629,16.523,1501.68369,70.722,302.472,335.143,149.583,37.511,0.025830151609559485,0.03725170913351778,0.16192993559435612,0.13303302185324448,0.31254382249234147,0.09215843032711638,0.13290897756390876,2.2405152991984383,0.1230259484010275,6.539168238328146,7.314342217603081,3.1309276336501757,11.18114508022784,84.04789220350366,0.47342243401213663,0.19416345843856755,0.4372808875382927,1.445284557737176,0.05422929518252565
BL,28420,2024-12-31,1825.036,169.46,56.417,6.209,885.915,916.602,446.669,24.588,3816.51788,30.331,553.933,1092.404,422.243,913.011,0.030912814870501185,0.12630605661015204,0.036639915024194496,0.33292222353357726,0.48542330123898925,0.5022377640769825,2.0520833100125597,2.5871453167962524,0.14509618789094772,7.509354991849434,8.24709373614829,8.544398380008463,22.521644517880326,67.6483662725774,0.8210138085683938,0.09285296290045786,0.3035189442838388,2.098116487425487,0.5002701316576769
GDS,28475,2024-12-31,10089.924,326.192,578.184,33.745,1087.111,6091.011,3224.822,0.777,4618.89648,150.516,875.335,1591.0,1243.707,5392.894,0.05730310753579511,0.17929175625817487,0.10345134154117819,1.772526610094668,0.10774223869277906,0.6036726342041823,1.8887898308805882,1.2792402068976052,0.002382032667876588,9.219292581109178,8.437911098402017,1.432295016593164,14.16005444646098,7.988627288198914,0.5385662431941924,0.03232848929288268,0.08675337891544078,0.874089315248688,0.5344831140452594
INOD,28717,2024-12-31,113.449,59.18,10.296,11.254,46.897,4.655,63.472,0.0,1236.976,30.865,15.351,81.0,39.506,3.778,0.0907544359139349,0.16221325938996722,0.19016559648529907,0.17397769516728623,0.41337517298521803,0.041031652989449004,0.07333942525838165,2.050321470156432,0.0,4.731353396731296,7.120424970425774,19.48853037559869,20.901926326461645,120.14141414141416,0.4784555593105779,0.5216440867702669,0.13531190226445364,1.1870855059990888,0.033301307195303616
BLDP,28724,2024-12-31,777.307,24.52,-46.471,-35.749,606.052,23.894000000000002,672.99,19.909,497.06708,26.889,1.757,698.878,75.586,20.995,-0.05978461534503098,-0.06905154608538017,-1.4579526916802612,-1.8952283849918432,0.7796816444467888,0.030739463300857965,0.03550424226214357,9.246130235757946,0.8119494290375203,6.655835381727594,6.208724986807936,0.7385950459887962,20.27190375203915,-10.696285425319017,-0.09661500815660684,0.03154480790730046,0.002260368168561456,8.018045669833038,0.027009920147380635
VREX,29004,2024-12-31,1332.2,199.8,-0.3,11.9,212.6,598.3,540.2,23.5,601.56029,124.7,301.4,656.9,150.5,592.8,-0.00022519141270079565,-0.0005553498704183635,0.059559559559559556,-0.0015015015015015013,0.15958564780063053,0.44910674072962015,1.1075527582376896,4.364784053156146,0.11761761761761762,7.194586989979079,6.399526763143221,1.1135880970011107,3.010812262262262,-2005.2009666666668,0.3758758758758759,0.14997748085872992,0.22624230596006603,1.412624584717608,0.4449782314967722
ICHR,29191,2024-12-31,995.564,233.291,-3.943,-1.252,108.669,174.206,698.336,5.85,1090.9692,201.299,384.118,452.62,135.67,155.212,-0.0039605690844586585,-0.005646279155019933,-0.00536668795624349,-0.01690163786858473,0.10915320361121937,0.17498222113294573,0.24945871328414973,3.3361833861575887,0.02507597807030704,6.903309410739641,6.994821754453818,1.5622410988406727,4.676430723859901,-276.68506213542986,0.13713345135474575,0.23433049005387901,0.3858295398387246,0.8009803198938602,0.15590358831777765
VIAV,29241,2024-12-31,1725.1,270.8,9.1,22.4,512.8,687.6,682.8,52.1,2243.21,96.9,480.3,880.4,248.0,678.2,0.005275056518462698,0.01332747510251904,0.08271787296898078,0.03360413589364845,0.2972581299634804,0.39858558924120346,1.007029876977153,3.55,0.19239290989660265,7.453040298799698,7.715663154747595,3.2853104862331577,8.283641063515509,246.50659340659342,0.6421713441654358,0.15697640716480205,0.2784186423975422,2.0677419354838706,0.39313662976059366
TRVG,29537,2024-12-31,311.336,68.827,7.539,9.049,138.822,39.79,204.583,0.0,153.26926,2.491,46.946,196.99,51.433,37.344,0.024214996017164734,0.036850569206630074,0.13147456666715096,0.10953550205587924,0.4458912557494154,0.12780404450497213,0.19449318858360665,3.8300313028600317,0.0,5.740872714834543,5.032196243917997,0.7491788662792119,2.2268769523588126,20.33018437458549,0.9638078079823326,0.2210698409435465,0.1507888583395431,2.699084245523302,0.11994758074877303
FLEX,30170,2024-12-31,18272.0,6556.0,263.0,346.0,2313.0,4154.0,4992.0,0.0,14754.31353,5825.0,1675.0,12756.0,9037.0,3622.0,0.014393607705779335,0.05268429487179487,0.05277608297742526,0.040115924344112264,0.1265871278458844,0.22734238178633975,0.8321314102564102,1.4115303751244883,0.0,9.813125112455737,9.599290761726795,2.9555916526442307,2.2505054194630874,56.10005144486692,0.11150091519219037,0.358800350262697,0.09167031523642732,0.25594777027774707,0.19822679509632224
REKR,30280,2024-12-31,82.475,13.277,-20.355,-7.616,5.329,32.436,34.141,4.034,163.08396,6.38,38.763,19.93,18.223,28.147,-0.246802061230676,-0.5962039776222138,-0.5736235595390525,-1.5331023574602698,0.06461351924825705,0.3932828129736284,0.9500600451070561,1.0936728310376997,0.30383369737139415,4.412495217114645,5.094265160216942,4.776777481620339,12.283193492505838,-8.011985261606485,0.5194697597348799,0.16098211579266444,0.46999696877841773,0.2924326400702409,0.3412791755077296
ADTN,30576,2024-12-31,1171.419,242.852,-46.111,-12.203,76.021,222.655,126.951,49.314,659.88594,130.247,337.811,599.14,293.473,215.501,-0.039363370408026496,-0.3632188797252483,-0.050248711149177276,-0.18987284436611598,0.06489650586169424,0.1900728944980404,1.7538656647052802,2.041550670760172,0.20306194719417586,7.065971113431943,6.49206700190387,5.197957794739703,2.717234941445819,-14.310813905575676,0.463677466111047,0.20731437683698145,0.2883776001584403,0.25903916203534905,0.1839657714276446
YEXT,30622,2024-10-31,540.343,113.989,-12.799,4.113,112.155,98.673,159.962,21.07,926.7923999999999,21.308,193.006,208.733,241.346,80.293,-0.023686806343378188,-0.08001275302884435,0.03608242900630763,-0.11228276412636307,0.20756260375354174,0.18261178547700258,0.6168527525287256,0.864870352108591,0.1848423970734018,6.292204123098779,6.831729592265643,5.793828534276891,8.130542420759896,-72.41131338385811,0.813069682162314,0.21095674414214677,0.35719163568326046,0.4647062723227234,0.14859635453776585
OKTA,30736,2024-10-31,9010.0,665.0,16.0,-16.0,2250.0,960.0,6265.0,158.0,12318.495280000001,142.0,5599.0,3003.0,2234.0,451.0,0.0017758046614872365,0.002553870710295291,-0.02406015037593985,0.02406015037593985,0.24972253052164262,0.10654827968923418,0.15323224261771748,1.3442256042972247,0.23759398496240602,9.106090350602384,9.418857093264622,1.9662402681564248,18.52405305263158,769.9059550000001,0.7864661654135339,0.07380688124306327,0.6214206437291898,1.0071620411817368,0.050055493895671474
SSYS,30847,2024-12-31,1029.746,150.359,-41.943,-8.641,151.576,32.09,792.991,24.785,637.55524,71.381,205.335,512.961,167.214,25.155,-0.040731403666535236,-0.05289215136111255,-0.05746912389680697,-0.2789523739849294,0.14719746422904287,0.031163024668219155,0.0404670418705887,3.0676917004557036,0.16483881909297082,6.937067448870676,6.457640924258994,0.80398798977542,4.2402200067837645,-15.200515938297213,0.5252628708624026,0.14601561938575144,0.19940354223274476,0.906479122561508,0.02442835417666104
VERI,31091,2024-12-31,198.06,22.433,31.791,-20.194,16.911,120.049,13.452,5.548,131.91504,7.64,112.61,59.406,60.957,111.601,0.1605119660708876,2.363291703835861,-0.900191681897205,1.4171533009405786,0.085383217206907,0.6061244067454307,8.924249182277729,0.9745558344406713,0.24731422457986002,5.288570015093157,4.882158078999928,9.80635147190009,5.880401194668569,4.149446069642352,0.6594303035706325,0.11326365747753206,0.5685650812884985,0.2774250701314041,0.5634706654549126
APPN,31236,2024-12-31,621.039,166.685,-13.647,5.033,159.86,314.991,-32.64,37.188,2441.4764199999995,33.158,27.795,435.543,354.756,293.015,-0.02197446537173994,0.4181066176470588,0.030194678585355614,-0.08187299397066322,0.25740734478833055,0.5072000309159328,-9.65045955882353,1.2277255352975003,0.22310345861955186,6.431393881893887,7.800358225457943,-74.80013541666665,14.64724732279449,-178.9020605261229,0.8010738818729939,0.26839699278145174,0.04475564336539251,0.45061958078228426,0.4718141694804996
TSEM,31255,2024-12-31,3080.485,387.191,55.138,46.419,1218.245,180.81300000000002,2653.318,20.622,5745.9405,224.518,10.196,1760.289,285.064,132.437,0.01789912952018919,0.020780773356227935,0.11988656761133394,0.14240516954164742,0.39547181693791716,0.05869627672265894,0.06814599682359973,6.175065950102432,0.0532605354979842,8.032842331103378,8.656248884456035,2.165567979412946,14.840067305283439,104.21017265769524,0.4201363151519534,0.12569157129477987,0.003309868413577732,4.27358417758819,0.042992256089544344
NSIT,31453,2024-12-31,7448.578,2072.665,37.012,105.251,259.234,1166.0659999999998,1770.611,0.0,4833.4338,1607.247,1320.009,4844.622,4122.202,597.131,0.0049690021370522,0.02090351861589022,0.05078051687079196,0.01785720316597231,0.03480315303135712,0.15654880703404056,0.658567014437389,1.1752509944927492,0.0,8.915778420671913,8.483312425731423,2.7298112346528964,2.3319898777660644,130.5909921106668,0.2245505182940803,0.27826317989823024,0.1772162418115243,0.06288726268145034,0.08016711377661614
SSTI,31457,2024-12-31,136.793,23.411,-4.079,-3.622,13.764,6.051,72.399,3.484,165.00004,9.005,67.395,43.528,56.059,1.142,-0.029818777276615027,-0.05634055719001643,-0.1547135961727393,-0.1742343342873008,0.10061918373016163,0.04423471961284568,0.08357850246550366,0.7764676501543017,0.14881893127162443,4.918468834288599,5.105945716324793,2.279037555767345,7.047970612105421,-40.4511007599902,0.6153517577207296,0.1711417981914279,0.4926787189402966,0.24552703401773132,0.00834838039958185
PENG,31494,2024-11-30,1583.015,341.102,5.217,19.499,393.725,724.308,400.375,19.811,969.3653200000001,232.217,273.884,995.579,426.886,716.681,0.0032956099594760625,0.013030284108648142,0.05716471905764258,0.015294545326617845,0.24871842654681098,0.45754967577691935,1.8090739931314392,2.33218939014163,0.05807940146935521,7.367086535515209,6.876641548065342,2.4211434779893852,2.8418634895134014,185.80895533831708,0.31921536666451666,0.21547616415510906,0.17301415337188844,0.9223188392217125,0.45273165446947755
ACIW,31564,2024-12-31,3025.293,453.038,98.555,130.988,216.394,956.434,1424.327,38.614,5463.787049999999,200.087,1484.296,990.822,602.628,912.241,0.03257700989623154,0.06919408253863053,0.2891324789532004,0.21754245780707138,0.07152827841799125,0.31614590718981594,0.6714988903531282,1.644168541786973,0.0852334682741845,8.014763225278495,8.605897427211499,3.836048217860083,12.060328383049542,55.43896352290598,0.5583438916823754,0.14975012337647955,0.4906288415700562,0.3590838792754402,0.30153806589973264
CARG,32541,2024-12-31,824.536,228.538,45.881,53.699,306.229,192.744,541.689,35.948,3799.7945999999997,27.442,57.934,391.206,93.051,183.739,0.05564462922176837,0.08469989237366829,0.23496748899526554,0.20075873596513488,0.37139554852668655,0.2337605635169356,0.3558204061740224,4.2042105941902825,0.15729550446752838,6.714820803872415,8.242702291622003,7.014716193240033,16.626533005452046,82.81847823717878,0.8799236888394928,0.2771716456285717,0.07026254766317055,3.290980215150831,0.2228392696013273
BAND,32571,2024-12-31,989.166,209.969,-1.759,-2.671,84.209,503.586,312.533,31.412,485.86994,127.127,462.598,187.812,140.323,500.475,-0.0017782657309288834,-0.005628205661482147,-0.012720925469950326,-0.008377427144006973,0.08513131264115427,0.5091016068081596,1.6113050461871226,1.3384263449327622,0.14960303663874192,6.8968621638475,6.185940974916976,1.5546196401659984,2.31400797260548,-276.21940875497444,0.394543956488815,0.2122687193049498,0.4676646791337349,0.600108321515361,0.505956533079382
SFIX,32688,2024-10-31,507.119,318.818,-6.256,-6.541,253.272,111.464,190.495,0.0,400.189665,174.013,0.0,392.516,226.553,89.465,-0.012336354977825717,-0.03284075697524869,-0.02051640748012973,-0.01962248053748534,0.4994330719219749,0.2197985088312605,0.5851282185884144,1.7325570617030013,0.0,6.228745690054105,5.991938597228467,2.1007882884065197,1.25522920600468,-63.968936221227615,0.4541933015074431,0.6286847860166942,0.0,1.1179370831549351,0.1764181582626563
PAGS,32884,2024-12-31,11786.683,210.031,63.521,-125.977,998.706,745.184,2371.605,0.0,1901.9444999999998,223.616,473.129,10448.008,6910.993,11.634,0.005389217645032109,0.026783971192504655,-0.599801934000219,0.30243630702134444,0.0847317264747003,0.06322253682397329,0.3142108403380833,1.5117954829356648,0.0,9.374725613829117,7.550632062868871,0.8019651248837811,9.055541800972236,29.94197981769808,-0.06468092805347786,0.017819347478845404,0.040140979442647266,0.14450976871196367,0.0009870461435163734
CDLX,32935,2024-12-31,392.711,73.997,-15.589,-8.215,65.594,221.651,69.993,9.895,190.16347,41.264,204.141,177.983,148.955,173.763,-0.03969585776818067,-0.22272227222722274,-0.1110180142438207,-0.21067070286633244,0.1670286801235514,0.5644125069071149,3.166759533096167,1.1948776476116947,0.1337216373636769,5.973073972396139,5.2478840706767835,2.716892689268927,2.5698808059786207,-12.198567579703637,0.44235577117991265,0.18842609450715667,0.519825011267828,0.44036118290758947,0.442470417177008
ZEPP,32936,2024-12-31,528.593,59.542,-36.876,-8.938,111.732,182.137,251.589,11.061,37.6974,37.613,16.672,251.564,195.367,77.248,-0.06976255833883536,-0.14657238591512348,-0.15011252561217292,-0.6193275335057605,0.21137623842918846,0.3445694513548231,0.7239465954393872,1.2876483745975524,0.18576802929024888,6.270218759555075,3.629591126558493,0.14983723453728104,0.6331228376608109,-1.0222746501789783,0.3682946491552182,0.11264242999812711,0.03154033443500009,0.5719082547206028,0.1461389008178315
ONDS,33073,2024-12-31,109.622,4.129,-10.336,-8.518,29.999,60.309999999999995,16.583,3.141,238.52288000000001,3.246,54.93,47.52,50.577,20.83,-0.09428764299137035,-0.623288910329856,-2.062969241947203,-2.5032695567934127,0.2736585721844155,0.5501632883910164,3.6368570222517036,0.9395575063764162,0.7607168806006298,4.6970380842973665,5.474465238641175,14.38357836338419,57.76771131024462,-23.076904024767803,0.2138532332283845,0.03766579701154877,0.5010855485212822,0.593135219566206,0.19001660250679606
DBX,33152,2024-12-31,3325.2,643.6,102.8,144.9,1595.3,2996.6,-752.4,243.0,8888.836,83.6,497.7,1738.4,1210.8,2798.4,0.030915433658125827,-0.1366294524189261,0.22513983840894966,0.15972653822249844,0.47976061590280283,0.9011788764585589,-3.982721956406167,1.4357449620085896,0.37756370416407703,8.109285101656933,9.092551386302098,-11.813976608187135,13.811118707271596,86.46727626459143,0.8701056556867619,0.19355226753278,0.1496752075063154,1.317558638916419,0.8415734391916276
BILI,33186,2024-12-31,4479.722,953.405,20.313,25.498,2273.445,705.148,1932.862,110.569,7543.792939999999,604.698,811.886,2706.596,2022.516,460.401,0.004534433163486484,0.010509286229435933,0.02674414335985232,0.02130574100198761,0.5074968937804624,0.15740887492572084,0.36482066490002907,1.3382321820939858,0.11597275030023968,8.407316269912199,8.928480376958888,3.90291336887993,7.912474698580351,371.3775877516861,0.36574907830355413,0.21282682273587514,0.1812357999000831,1.124067745323152,0.1027744578793059
DOCU,33301,2024-10-31,3770.208,754.82,62.423,58.654,942.376,130.639,1989.377,151.101,14012.6786,132.322,538.985,1331.877,1598.77,111.132,0.016556911448917407,0.031378165124056424,0.07770594313876156,0.08269918656103442,0.24995331822541356,0.034650342898853326,0.0656682971603673,0.8330635425983725,0.20018150022521924,8.234885451333907,9.547717813061901,7.043752189755888,18.564265122810735,224.47941624080866,0.8246972788214408,0.20020646075760276,0.1429589561106443,0.5894381305628702,0.029476357803070813
LASR,33420,2024-12-31,270.241,47.381,-24.962,-22.138,100.697,12.133000000000001,216.43,11.384,513.46452,42.469,13.187,194.089,34.235,9.819,-0.09236940360641058,-0.11533521230882963,-0.46723370127266206,-0.5268356514214558,0.3726192546652803,0.044896962341021536,0.056059695975604125,5.669315028479626,0.24026508516071843,5.599314153467089,6.241180932531628,2.372427667144111,10.836928726704796,-20.569846967390433,0.10367024756759036,0.1753286880969209,0.04879718473510681,2.9413465751423984,0.03633423499765025
HUYA,33487,2024-12-31,1310.798,179.446,-24.283,-12.496,723.5,6.662,1034.449,14.73,691.46224,159.645,84.527,834.099,265.493,2.746,-0.018525356309667854,-0.023474332712390848,-0.069636548042308,-0.13532204674386725,0.5519538479613182,0.005082400186756464,0.0064401434966827745,3.141698651188544,0.08208597572528784,7.1783913910377155,6.538808543684715,0.6684353119390128,3.8533165409092427,-28.475157105794175,0.11034517347837226,0.13689828638737625,0.06448514568987747,2.725118929689295,0.0020949070718753004
KULR,33557,2024-12-31,62.927,3.37,-4.621,-3.54,29.832,1.845,57.428,1.246,939.58205,0.966,20.859,34.164,5.023194,0.833,-0.07343429688369063,-0.08046597478581878,-1.0504451038575668,-1.3712166172106826,0.47407313235971843,0.02931968789231967,0.03212718534512781,6.801250359830817,0.36973293768545995,4.141975324385969,6.845435148728288,16.361044264122032,278.8077299703264,-203.32872754814971,0.7133531157270029,0.05355411826402021,0.33147933319560763,5.938850858636955,0.013237560983361672
BE,33668,2024-12-31,2657.354,572.393,104.795,104.885,913.473,1532.224,562.471,39.465,5089.24382,339.139,0.0,2044.127,636.758,1385.512,0.03943584482910444,0.18631182763200235,0.18323948755487926,0.1830822529276214,0.3437528458760105,0.5765976230490932,2.724094219968674,3.210210158333307,0.06894738405256529,7.885086169854604,8.534884536622107,9.04801104412494,8.891170611799934,48.56380380743356,0.40750673051557235,0.21539960426800497,0.0,1.4345685488050404,0.5213878166025302
OPRA,33850,2024-12-31,1055.585,145.833,28.689,27.579,126.797,9.586,940.101,0.0,1675.8112,65.539,527.252,231.904,101.093,5.631,0.027178294500206045,0.030516933818813086,0.18911357511674312,0.19672502108576248,0.12012012296499097,0.009081220365958213,0.010196776729308873,2.293966941331249,0.0,6.961850394600204,7.4240526255319566,1.7825863391273917,11.491303065835579,58.41302241277145,0.5505886870598561,0.1381537251855606,0.499487961651596,1.2542609280563441,0.005334482774954173
DAVA,33913,2024-12-31,1227.606,227.615,8.378,1.68,75.195,220.13,819.638,0.0,1824.0578999999998,169.466,783.373,325.887,173.073,202.031,0.006824665242757041,0.010221585626825501,0.007380884388111504,0.03680776750214177,0.061253366308082556,0.17931649079590684,0.26856978324577435,1.8829453467611932,0.0,7.1128212103191695,7.508818913551518,2.225443305459239,8.01378599828658,217.7199689663404,0.25547086088350945,0.18541372394725997,0.6381306380060052,0.4344698479832209,0.164573161095661
EB,34076,2024-12-31,752.301,76.464,-8.376,-7.794,489.49,243.167,170.229,19.956,316.79088,22.246,179.402,552.496,366.373,211.315,-0.011133841374662534,-0.04920430713920659,-0.10193032015065913,-0.10954174513496547,0.6506571172974647,0.3232309939771448,1.4284698846847481,1.5080150556946064,0.26098556183301946,6.6231365098222374,5.758241871647104,1.8609689300882928,4.143006905210295,-37.82126074498568,0.7090657041222014,0.10164016796468434,0.2384710375235444,1.3360427760779316,0.2808915580332872
UPWK,34101,2024-12-31,1211.613,191.483,147.166,32.508,625.701,369.119,575.377,53.491,2212.9398000000006,38.805,134.053,911.054,268.433,367.495,0.12146287634748058,0.25577317132940663,0.16976964012471082,0.7685590887963945,0.5164198469313221,0.30465090750924595,0.6415254693878971,3.3939716800840434,0.2793511695555219,7.099707808709255,7.702077136789042,3.8460692728419814,11.556847344150658,15.037031651332512,0.79734493401503,0.15803973711077712,0.11064011363364373,2.3309391915301028,0.3033105455289766
ESTC,34243,2024-10-31,2231.5,365.361,-25.45,-4.236,1200.89,589.3109999999999,811.518,88.163,8314.31513,89.614,333.923,1575.754,790.729,578.786,-0.011404884606766749,-0.0313609802863276,-0.011594012497228768,-0.06965713362947878,0.5381537082679813,0.26408738516692803,0.7261835227314735,1.9927864034327814,0.24130380637232765,7.710429284069325,9.025734022630466,10.245385968025357,22.75643850876257,-326.6921465618861,0.7547247790541409,0.16372888191799237,0.14964060049294198,1.5187124792438371,0.25937082679811785
STNE,34309,2024-12-31,8862.324,371.646,-366.7334183,199.249,2352.694,2085.035,1903.959,0.0,2279.5236099999997,68.761,882.474,7431.695,5421.798,1281.504,-0.0413811792820935,-0.19261623716687176,0.5361257756036658,-0.9867815563735381,0.2654714497010039,0.23526955232058766,1.095104989130543,1.3707067286534835,0.0,9.089564311686916,7.731721757134404,1.1972545679817683,6.133588441689134,-6.215750995823551,0.8149825371455632,0.04193550134253724,0.09957591259358155,0.4339324334842427,0.1446013483596402
RVLV,34467,2024-12-31,665.547,293.728,12.336,14.067,256.6,40.731,438.188,0.0,2384.52149,138.182,4.336,561.088,196.097,31.665,0.018535129750415824,0.028152299926059134,0.04789124632312888,0.04199803900206994,0.38554752707171697,0.06119928419781022,0.09295325294165975,2.8612778369888368,0.0,6.500609258932723,7.7767537500692345,5.441777250860362,8.118127961923957,193.297786154345,0.5295579583832662,0.4413332191415482,0.006514941844828389,1.3085360816330693,0.04757740625380326
