costat,curcdq,datafmt,indfmt,consol,tic,datadate,gvkey,datacqtr,datafqtr,scfq,acchgq,acomincq,acoq,actq,altoq,ancq,anoq,aociderglq,aociotherq,aocipenq,aocisecglq,aol2q,aoq,apq,aqaq,aqdq,aqepsq,aqpl1q,aqpq,arcedq,arceepsq,arceq,atq,aul3q,billexceq,capr1q,capr2q,capr3q,capsftq,capsq,ceiexbillq,ceqq,cheq,chq,cibegniq,cicurrq,ciderglq,cimiiq,ciotherq,cipenq,ciq,cisecglq,citotalq,cogsq,csh12q,cshfd12,cshfdq,cshiq,cshopq,cshoq,cshprq,cstkcvq,cstkeq,cstkq,dcomq,dd1q,deracq,deraltq,derhedglq,derlcq,derlltq,diladq,dilavq,dlcq,dlttq,doq,dpacreq,dpactq,dpq,dpretq,drcq,drltq,dteaq,dtedq,dteepsq,dtepq,dvintfq,dvpq,epsf12,epsfi12,epsfiq,epsfxq,epspi12,epspiq,epspxq,epsx12,esopctq,esopnrq,esoprq,esoptq,esubq,fcaq,ffoq,finacoq,finaoq,finchq,findlcq,findltq,finivstq,finlcoq,finltoq,finnpq,finreccq,finrecltq,finrevq,finxintq,finxoprq,fyr,gdwlamq,gdwlia12,gdwliaq,gdwlid12,gdwlidq,gdwlieps12,gdwliepsq,gdwlipq,gdwlq,glaq,glcea12,glceaq,glced12,glcedq,glceeps12,glceepsq,glcepq,gldq,glepsq,glivq,glpq,hedgeglq,ibadj12,ibadjq,ibcomq,ibmiiq,ibq,icaptq,intaccq,intanoq,intanq,invfgq,invoq,invrmq,invtq,invwipq,ivaeqq,ivaoq,ivltq,ivstq,lcoq,lctq,lltq,lnoq,lol2q,loq,loxdrq,lqpl1q,lseq,ltmibq,ltq,lul3q,mibnq,mibq,mibtq,miiq,msaq,ncoq,niitq,nimq,niq,nopiq,npatq,npq,nrtxtdq,nrtxtepsq,nrtxtq,obkq,oepf12,oeps12,oepsxq,oiadpq,oibdpq,opepsq,optdrq,optfvgrq,optlifeq,optrfrq,optvolq,piq,pllq,pnc12,pncd12,pncdq,pnceps12,pncepsq,pnciapq,pnciaq,pncidpq,pncidq,pnciepspq,pnciepsq,pncippq,pncipq,pncpd12,pncpdq,pncpeps12,pncpepsq,pncpq,pncq,pncwiapq,pncwiaq,pncwidpq,pncwidq,pncwiepq,pncwiepsq,pncwippq,pncwipq,pnrshoq,ppegtq,ppentq,prcaq,prcd12,prcdq,prce12,prceps12,prcepsq,prcpd12,prcpdq,prcpeps12,prcpepsq,prcpq,prcraq,prshoq,pstknq,pstkq,pstkrq,rcaq,rcdq,rcepsq,rcpq,rdipaq,rdipdq,rdipepsq,rdipq,recdq,rectaq,rectoq,rectq,rectrq,recubq,req,retq,reunaq,revtq,rllq,rra12,rraq,rrd12,rrdq,rreps12,rrepsq,rrpq,rstcheltq,rstcheq,saleq,seqoq,seqq,seta12,setaq,setd12,setdq,seteps12,setepsq,setpq,spce12,spced12,spcedpq,spcedq,spceeps12,spceepsp12,spceepspq,spceepsq,spcep12,spcepd12,spcepq,spceq,spidq,spiepsq,spioaq,spiopq,spiq,sretq,stkcoq,stkcpaq,teqq,tfvaq,tfvceq,tfvlq,tieq,tiiq,tstknq,tstkq,txdbaq,txdbcaq,txdbclq,txdbq,txdiq,txditcq,txpq,txtq,txwq,uacoq,uaoq,uaptq,ucapsq,ucconsq,uceqq,uddq,udmbq,udoltq,udpcoq,udvpq,ugiq,uinvq,ulcoq,uniamiq,unopincq,uopiq,updvpq,upmcstkq,upmpfq,upmpfsq,upmsubpq,upstkcq,upstkq,urectq,uspiq,usubdvpq,usubpcvq,utemq,wcapq,wdaq,wddq,wdepsq,wdpq,xaccq,xidoq,xintq,xiq,xoprq,xopt12,xoptd12,xoptd12p,xoptdq,xoptdqp,xopteps12,xoptepsp12,xoptepsq,xoptepsqp,xoptq,xoptqp,xrdq,xsgaq,afudccy,cogsy,xrdy,prccq,prchq,prclq
A,USD,STD,INDL,C,DOCU,2024-10-31,033301,2024Q3,2024Q3,7,0.0000,-23.6820,75.4120,1331.8770,1507.3580,2438.3310,0.0000,0.0000,0.0000,0.0000,0.0000,446.2920,2046.3430,18.1440,,,,131.7360,0.3760,,,,3770.2080,0.0000,1307.7490,,,,,3225.4810,13.6450,1989.3770,942.3760,610.8700,62.4230,0.2850,0.0000,0.0000,0.0000,0.0000,63.2890,0.5810,63.2890,132.3220,204.8840,209.7115,208.7060,202.0000,2.8760,201.9700,203.5670,0.0001,0.0000,0.0200,0.0000,19.5070,,,,,,0.0000,62.4230,19.5070,111.1320,0.0000,,293.1520,27.5690,,1307.7490,22.9310,,,,,,0.0000,4.8200,4.8200,0.3000,0.3000,4.9400,0.3100,0.3100,4.9400,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,1,,,,,,,,,455.6780,,,,,,,,,,,0.0000,,0.0000,,62.4230,62.4230,62.4230,62.4230,2100.5090,,83.3070,538.9850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,331.5060,1561.1190,1598.7700,182.0610,0.0000,0.0000,51.6260,28.6950,0.0000,3770.2080,1780.8310,1780.8310,0.0000,0.0000,0.0000,0.0000,0.0000,0.2040,,,,62.4230,13.0060,,0.0000,,,0.0000,,0.9600,0.9800,0.3000,58.6540,86.2230,0.3100,,,,,,71.5740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,685.1400,391.9880,,,,,,,,,,,,60.0300,0.0000,0.0000,0.0000,0.0000,,,,0.0000,,,,0.0000,9.5560,-23.8860,0.0000,314.0890,314.0890,13.6450,-1233.2530,,-1209.5710,754.8200,,,,,,,,,,,754.8200,0.0000,1989.3770,,,,,,,,,,,,,,,,,,,,,,,,0.3760,,153.2280,,1989.3770,578.0280,,0.0000,,,0.0300,2.8710,816.5380,0.0000,0.0000,19.3030,,19.3030,0.0000,9.1510,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-266.8930,,,,,,0.0000,0.4620,0.0000,668.5970,,,,,,,,,,,,151.1010,536.2750,,391.4470,432.9920,69.380000000000,73.800000000000,48.800000000000
A,USD,STD,INDL,C,LASR,2024-09-30,033420,2024Q3,2024Q3,7,0.0000,-2.3880,6.1730,210.7820,7.9640,80.5120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.3530,16.4670,,,,87.8760,,,,,291.2940,0.0000,2.9210,,,,,537.7760,8.8020,235.2700,106.6970,41.4560,-10.3350,0.3350,0.0000,0.0000,0.0000,0.0000,-10.2160,-0.2160,-10.2160,40.3140,47.4430,47.4430,48.1330,48.3430,,48.3430,48.1330,0.0001,0.0000,0.0160,0.0000,2.6160,,,,,,0.0000,-10.3350,2.6160,10.0170,0.0000,,103.3480,3.2650,,2.9210,2.8480,,,,,,0.0000,-1.0300,-1.0300,-0.2100,-0.2100,-1.0300,-0.2100,-0.2100,-1.0300,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,12,,,,,,,,,12.4080,,,,,,,,,,,0.8000,,,,-10.3350,-10.3350,-10.3350,-10.3350,245.2870,,0.9810,13.3890,6.4370,0.0000,20.2780,48.8280,22.1130,,,0.0000,65.2410,17.0620,36.1450,19.8790,0.0000,0.0000,9.8620,7.0140,0.0000,291.2940,56.0240,56.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.9560,,,,-10.3350,1.7520,,0.0000,,,,,-1.0200,-1.0200,-0.2100,-11.7990,-8.5340,-0.2100,,,,,,-10.0740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,162.5070,59.1590,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,1.8100,-3.3440,0.0000,49.0840,49.0840,8.8020,-302.5220,,-300.1340,56.1290,,,,,,,,,0.2580,,56.1290,0.0000,235.2700,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,6.5270,6.5270,235.2700,87.8760,,0.0000,,,0.0000,0.0000,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.2610,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.6370,,,,,14.1410,0.0000,0.0270,0.0000,64.6630,,,,,,,,,,,,11.3280,24.3490,,109.2520,33.7230,10.690000000000,13.160000000000,9.800000000000
A,USD,STD,INDL,C,LASR,2024-12-31,033420,2024Q4,2024Q4,7,0.0000,-3.3320,3.1870,194.0890,5.2060,76.1520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.3930,15.0760,,,,57.1290,,,,,270.2410,0.0000,3.5770,,,,,544.8420,14.5100,216.4300,100.6970,65.8290,-24.9620,-0.7210,0.0000,0.0000,0.0000,0.0000,-25.9060,-0.2230,-25.9060,42.4690,47.9000,47.9000,48.5570,48.9480,0.0000,48.9480,48.5570,0.0001,0.0000,0.0160,0.0000,2.3140,,,,,,0.0000,-24.9620,2.3140,9.8190,0.0000,,106.3420,3.7810,,3.5770,3.2680,,,,,,0.0000,-1.2700,-1.2700,-0.5100,-0.5100,-1.2700,-0.5100,-0.5100,-1.2700,0.0000,0.0000,0.0000,0.0000,,0.2550,,,,,,,,,,,,,,,,12,,,,,,,,,12.3540,,,,,,,,,,,0.7000,,,,-24.9620,-24.9620,-24.9620,-24.9620,226.2490,,0.8330,13.1870,4.2450,0.0000,19.1650,40.8000,17.3900,,,0.0000,34.8680,16.8450,34.2350,19.5760,0.0000,0.0000,9.7570,6.4890,0.0000,270.2410,53.8110,53.8110,0.0000,0.0000,0.0000,0.0000,0.0000,0.7330,,,,-24.9620,0.8660,,0.0000,,,,167.0000,-1.1800,-1.1800,-0.4300,-22.1380,-18.3570,-0.4300,,,,,,-25.5630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,164.1010,57.7590,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,-4.2910,,,-4.2910,,,,0.0000,1.8000,-4.0650,0.0000,49.4050,49.4050,14.5100,-328.4280,,-325.0960,47.3810,,,,,,,,,0.2590,,47.3810,0.0000,216.4300,,,,,,,,,,,,,,,,,,,,,,,,-4.2910,,6.0000,6.0000,216.4300,57.1290,,0.0000,,,0.0000,0.0000,0.7100,0.0000,0.0000,0.0000,-0.6260,0.0000,0.0000,-0.6010,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8540,,,,,13.2680,0.0000,,0.0000,65.7380,,,,,,,,,,,,11.3840,23.2690,,151.7210,45.1070,10.490000000000,14.725000000000,9.640000000000
A,USD,STD,INDL,C,HUYA,2024-09-30,033487,2024Q3,2024Q3,,0.0000,95.7480,146.3370,1098.1010,17.6010,516.3120,,,,,,,402.8920,9.7420,,,,,,,,,1614.4130,,,,,,,1261.5340,,1087.0510,938.9440,156.2160,,,,,,,,,,203.1070,234.1188,236.1153,232.9480,244.0420,1.1000,225.8420,231.3670,0.0001,0.0000,0.0210,0.0000,4.2140,,,,,,0.0000,3.8640,4.2140,3.5150,0.0000,,,,,37.8480,5.3960,,,,,,0.0000,-0.0900,-0.0900,0.0200,0.0200,-0.0900,0.0200,0.0200,-0.0900,0.0000,0.0000,0.0000,0.0000,,-0.1850,,,,,,,,,,,,,,,,12,,,,,,,,,64.4540,,,,,,,,,,,-5.3980,,,,3.8640,3.8640,3.8640,3.8640,1090.5660,,19.1120,83.5660,0.0000,0.0000,0.0000,0.0000,0.0000,,,301.7250,782.7280,492.4930,514.2790,13.0830,,,5.3960,0.0000,,1614.4130,527.3620,527.3620,,0.0000,0.0000,0.0000,0.0000,,,,,3.8640,11.2460,,0.0000,,,,,-0.0900,-0.0900,0.0200,-6.9020,,0.0200,,,,,,4.3440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,113.4200,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,,,,12.8200,12.8200,,-161.6680,,-257.4160,234.2830,,,,,,,,,,2.5430,234.2830,0.0000,1087.0510,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,2.0500,,1087.0510,,,,,,18.2000,12.8360,0.0000,0.0000,0.0000,4.1720,,4.1720,7.8300,0.4800,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.8220,,,,,,0.0000,0.0000,0.0000,241.1850,,,,,,,,,,,,19.1980,38.0780,,562.3030,55.5020,5.100000000000,5.420000000000,3.860000000000
A,USD,STD,INDL,C,HUYA,2024-12-31,033487,2024Q4,2024Q4,7,0.0000,105.4910,50.6220,834.0990,7.3440,476.6990,0.0000,,,,,0.0000,363.8790,9.1260,,,,0.0000,,,,,1310.7980,38.7790,,,,,0.5690,1214.7160,,1034.4490,723.5000,162.8820,-6.5700,10.0520,0.0000,0.0000,0.0000,0.0000,-5.2810,-8.7630,-5.2810,159.6450,231.5330,231.5330,230.5820,229.0930,0.8400,225.2320,230.5820,0.0000,0.0000,0.0210,0.0000,3.9160,,,0.0000,,,0.0000,-24.2830,3.9160,2.7460,0.0000,,37.9380,,,36.3910,4.9030,,,,,,0.0000,-0.0300,-0.0300,-0.1100,-0.1100,-0.0300,-0.1100,-0.1100,-0.0300,0.0000,0.0000,0.0000,0.0000,,-0.0530,,,,,,,,,,,,,,,,12,,,,,,,,,63.5400,,,,,,,,,,,-20.2470,,,,-24.2830,-24.2830,-24.2830,-24.2830,1037.1950,,20.9870,84.5270,0.0000,0.0000,0.0000,0.0000,0.0000,,,272.0080,560.6180,244.9720,265.4930,10.8560,0.0000,0.0000,4.9030,0.0000,0.0000,1310.7980,276.3490,276.3490,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,-24.2830,-11.4150,,0.0000,,,,,-0.0300,-0.0300,-0.1100,-12.4960,,-0.1100,,,,,,-23.9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,150.7580,112.8200,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,1.3270,,49.5590,59.9770,10.4180,,-165.4780,,-270.9690,179.4460,,,,,,,,,,2.3330,179.4460,0.0000,1034.4490,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,2.1210,,1034.4490,38.7790,,0.0000,,,3.8610,14.8100,0.0000,0.0000,0.0000,3.2070,-0.5540,3.2070,7.4790,0.3720,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.6060,,,,,168.7490,0.0000,0.0000,0.0000,191.9420,,,,,,,,,,,,14.7300,32.2970,,721.9480,70.2320,3.070000000000,6.430000000000,2.890000000000
A,USD,STD,INDL,C,KULR,2024-09-30,033557,2024Q3,2024Q3,7,0.0000,0.0000,0.6170,4.8260,1.6710,7.5290,,0.0000,0.0000,0.0000,0.0000,,2.6510,1.1550,,,,,,,,,12.3550,,0.0330,,,,,84.6410,,5.1740,0.9120,0.9120,-2.0040,0.0000,0.0000,0.0000,0.0000,0.0000,-2.0040,0.0000,-2.0040,0.6080,161.4860,161.4860,194.5000,201.3140,,201.1830,194.5000,0.0001,0.0000,0.0200,0.0000,1.4990,,,,,,0.0000,-2.0040,1.4990,1.1970,0.0000,,,0.3200,,0.0330,0.0000,0.0000,,,0.0000,,0.0000,-0.1100,-0.1100,-0.0100,-0.0100,-0.1100,-0.0100,-0.0100,-0.1100,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,12,,,,,,,,,0.0000,,,,,,,,,,,,,,,-2.0040,-2.0040,-2.0040,-2.0040,6.3710,,0.6140,0.6140,0.1700,0.0000,0.4370,0.6070,0.0000,,,0.3660,0.0000,3.3300,5.9840,1.1970,,,0.0000,0.0000,,12.3550,7.1810,7.1810,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,-2.0040,0.0140,,0.0000,,,,,-0.1100,-0.1100,-0.0100,-1.7110,-1.3910,-0.0100,,,,,,-2.0040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,4.8780,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,,0.0000,0.0070,2.6900,2.6830,,-79.1910,,-79.1910,3.1860,,,,,,,,,,,3.1860,0.0000,5.1740,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,0.0560,0.0560,5.1740,,,,,,0.1310,0.2960,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1580,,,,,3.2420,0.0000,0.3070,0.0000,4.5770,,,,,,,,,,,,1.2320,3.9690,,2.4870,3.4920,0.285000000000,0.405700000000,0.200000000000
A,USD,STD,INDL,C,KULR,2024-12-31,033557,2024Q4,2024Q4,7,0.0000,0.0000,1.0810,34.1640,1.5580,28.7630,,0.0000,0.0000,0.0000,0.0000,,23.8630,2.0620,,,,,,,,,62.9270,,0.0330,,,,,141.5090,0.6610,57.4280,29.8320,29.8320,-4.6210,0.0000,0.0000,0.0000,0.0000,0.0000,-4.6210,0.0000,-4.6210,0.9660,186.5970,186.5970,228.0590,264.8020,0.0000,264.6710,228.0590,0.0001,0.0000,0.0260,0.0000,1.0120,,,,,,0.0000,-4.6210,1.0120,0.8330,0.0000,,4.0750,0.2620,,0.0330,0.0000,0.0410,,,0.0410,,0.0000,-0.0900,-0.0900,-0.0200,-0.0200,-0.0900,-0.0200,-0.0200,-0.0900,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,12,,,,,,,,,0.0000,,,,,,,,,,,,,,,-4.6210,-4.6210,-4.6210,-4.6210,58.2610,,20.8590,20.8590,0.1820,0.0000,0.3630,0.5450,0.0000,,,1.4460,0.0000,1.5920,4.6660,0.8330,,,0.0000,0.0000,,62.9270,5.4990,5.4990,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,-4.6210,-0.9350,,0.0000,,,,,-0.0900,-0.0900,-0.0200,-3.5400,-3.2780,-0.0200,0.0000,0.2000,3.8000,4.5400,112.0000,-4.6210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7300,8.9750,4.9000,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,0.0000,0.0000,0.0600,2.7060,2.6460,0.6610,-83.8110,,-83.8110,3.3700,,,,,,,,,,,3.3700,0.0000,57.4280,,,,,,,,,,,,,,,,,,,,,,,,0.0410,,0.8820,0.8820,57.4280,,,,,,0.1310,0.2960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4980,,,,,1.5330,0.0000,0.1870,0.0000,6.6480,,,,,,,,,,,,1.2460,5.6820,,3.4530,4.7380,3.550000000000,5.490000000000,0.270000000000
A,USD,STD,INDL,C,BE,2024-09-30,033668,2024Q3,2024Q3,7,0.0000,-1.8180,77.1510,1902.8880,77.7400,701.6290,0.0000,-0.1820,0.1690,0.0000,0.0000,0.0000,83.9810,124.2720,,,,466.6590,,,,,2604.5170,0.0000,142.0560,,,,,4435.1520,121.0740,430.9440,518.2250,495.6770,-14.6320,1.1550,0.0000,0.7510,0.0000,0.0000,-13.4770,0.0000,-14.2280,238.3350,226.2313,238.7718,227.9570,228.5100,,228.5100,227.9570,0.0001,0.0000,0.0230,0.0000,156.0810,,,-0.3860,,,0.0000,-14.7110,156.0810,1540.6980,0.0000,,309.6950,13.2400,,142.0560,34.7960,0.0000,,,0.0000,,0.0000,-0.5700,-0.5700,-0.0600,-0.0600,-0.5700,-0.0600,-0.0600,-0.5700,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,12,,,,,,,,,0.0000,,,,,,,,,,,,,,,-14.7110,-14.7110,-14.6320,-14.7110,1995.6900,,0.0000,0.0000,140.2540,0.0000,339.0230,584.4840,105.2070,,,6.2410,22.5480,283.8160,566.9230,1582.6020,0.0000,0.0000,41.9040,7.1080,0.0000,2604.5170,2173.5730,2149.5250,4.6920,24.0480,0.0000,24.0480,0.0790,0.0040,,,,-14.7110,11.8920,,0.0000,,,,,-0.4400,-0.4400,-0.0600,-9.7220,3.5180,-0.0600,0.0000,,6.0000,4.0500,96.2000,-14.5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,927.3430,617.6480,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0700,,,0.0700,,,,0.0000,0.1190,-1.8090,11.1600,723.0280,711.8680,121.0740,-4004.2310,,-4002.4130,330.3980,,,,,,,,,30.9260,22.5480,330.3980,0.0000,430.9440,,,,,,,,,,,,,,,,,,,,,,,,0.0700,,17.0570,17.0570,454.9920,466.6590,,4.6920,,,0.0000,0.0000,1.3770,0.0000,0.0000,,,,2.7540,0.1090,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.9650,,,,,138.8930,0.0000,16.7630,0.0000,326.8800,,,,,,,,,,,,36.3150,88.5450,,677.4240,109.1640,10.560000000000,17.225000000000,9.425000000000
A,USD,STD,INDL,C,BE,2024-12-31,033668,2024Q4,2024Q4,7,0.0000,-2.5930,95.4390,2044.1270,84.1040,613.2270,0.0000,-0.1820,0.1690,0.0000,0.0000,0.0000,87.2630,92.7040,,,,749.3580,,,,,2657.3540,0.0000,243.3140,,,,,4462.6590,145.1620,562.4710,913.4730,802.8510,105.1570,-2.4400,0.0000,-1.3030,0.0000,0.0000,102.7170,0.0000,104.0200,339.1390,227.3650,227.3650,294.4290,229.1420,0.0000,229.1420,228.7280,0.0001,0.0000,0.0230,0.0000,146.7120,,,-0.3780,0.4820,,7.0880,111.8830,146.7120,1385.5120,0.0000,,269.3760,13.8830,,243.3140,43.1050,0.0000,,,0.0000,,0.0000,-0.1300,-0.1300,0.3800,0.3800,-0.1300,0.4600,0.4600,-0.1300,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,12,,,,,,,,,0.0000,,,,,,,,,,,,,,,104.7950,104.7950,105.1570,104.7950,1970.7280,,0.0000,0.0000,149.3200,0.0000,315.7350,544.6560,79.6010,,,3.1590,110.6220,396.7050,636.7580,1435.3800,0.0000,0.0000,49.8680,6.7630,0.0000,2657.3540,2094.8830,2072.1380,5.0700,22.7450,0.0000,22.7450,0.3620,0.0040,,,,104.7950,16.7840,,0.0000,,,,,-0.0100,-0.0100,0.3800,104.8850,118.7680,0.4600,0.0000,,6.0000,4.0500,96.2000,105.5390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,795.3400,525.9640,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1790,,,-0.1790,0.0000,0.0000,0.0000,0.0000,0.1190,-2.5840,9.5560,490.5590,481.0030,145.1620,-3900.2110,,-3897.6180,572.3930,,,,,,,,,37.4980,110.6220,572.3930,0.0000,562.4710,,,,,,,,,,,,,,,,,,,,,,,,-0.1790,,27.6550,27.6550,585.2160,749.3580,,5.0700,,,0.0000,0.0000,1.8880,0.0000,0.0000,,-0.3230,,0.6370,0.3820,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407.3690,,,,,151.2020,0.0000,15.9510,0.0000,453.6250,,,,,,,,,,,,39.4650,114.4860,,1016.5630,148.6290,22.210000000000,28.700000000000,9.020000000000
A,USD,STD,INDL,C,OPRA,2024-09-30,033850,2024Q3,2024Q3,7,0.0000,-2.8230,8.2610,193.4240,1.0990,819.2410,,0.0000,0.0000,0.0000,0.0000,,784.7510,63.6780,,,,,,,,,1012.6650,,,,,,,647.2050,,911.6920,106.0040,106.0040,17.9400,1.4680,0.0000,0.0000,0.0000,0.0000,19.4080,0.0000,19.4080,56.2990,88.2710,89.4315,89.4870,92.1900,0.0000,88.4800,88.4720,0.0002,0.0000,0.0180,0.0000,3.5230,,,,,,0.0000,17.9400,3.5230,5.4380,0.0000,,,4.1460,,3.4710,0.0000,,,,,2.4170,0.0000,1.7800,1.7800,0.2000,0.2000,1.8200,0.2000,0.2000,1.8200,0.0000,0.0000,0.0000,0.0000,,-1.0670,,,,,,,,,,,,,,,,12,,,,,,,,,430.2740,,,,,,,,,,,,,,,17.9400,17.9400,17.9400,17.9400,917.1300,,97.4520,527.7260,0.0000,0.0000,0.0000,0.0000,0.0000,,,255.9260,0.0000,16.5500,91.9290,9.0440,,,0.0690,0.0690,,1012.6650,100.9730,100.9730,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,17.9400,0.3670,,0.0000,,,,,1.7800,1.8200,0.2000,22.5360,26.6820,0.2000,,,,,,22.7860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,34.4900,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,0.0000,,-2.8230,4.1550,79.1590,75.0040,,503.2840,,506.1070,123.2100,,,,,,,,,,,123.2100,0.0000,911.6920,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,4.1150,,911.6920,,,,,,3.7100,238.8150,1.0990,0.0000,0.0000,3.5370,,3.5370,8.1780,4.8460,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4950,,,,,,0.0000,0.1170,0.0000,96.5280,,,,,,,,,,,,,40.2290,,146.6780,,15.450000000000,16.340000000000,10.110000000000
A,USD,STD,INDL,C,OPRA,2024-12-31,033850,2024Q4,2024Q4,7,0.0000,-4.9380,7.7240,231.9040,1.0630,823.6810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,789.6230,72.6950,,,,0.8010,,,,,1055.5850,258.3000,,,,,,647.2130,,940.1010,126.7970,126.7970,28.6890,-2.1150,0.0000,0.0000,0.0000,0.0000,26.5740,0.0000,26.5740,65.5390,88.4630,89.6760,89.7410,91.2480,0.0000,88.4800,88.4800,0.0002,0.0000,0.0180,0.0000,3.9550,0.0000,0.0000,,0.0000,0.0000,0.0000,28.6890,3.9550,5.6310,0.0000,,46.4560,4.3530,,5.4410,0.0000,,,,,3.4120,0.0000,0.9000,0.9000,0.3200,0.3200,0.9100,0.3200,0.3200,0.9100,0.0000,0.0000,0.0000,0.0000,,0.6330,,,,,,,,,,,,,,,,12,,,,,,,,,429.7430,,,,,,,,,,,5.0000,,,,28.6890,28.6890,28.6890,28.6890,945.7320,,97.5090,527.2520,0.0000,0.0000,0.0000,0.0000,0.0000,,,261.3080,0.0000,21.2530,101.0930,14.3910,0.0000,0.0000,0.0710,0.0710,0.0000,1055.5850,115.4840,115.4840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,28.6890,6.6050,,0.0000,,,,,0.9000,0.9100,0.3200,27.5790,31.9320,0.3200,,,,,,34.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,80.5140,34.0580,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,5.1800,-4.9380,4.5600,97.3830,92.8230,,531.6850,,536.6230,145.8330,,,,,,,,,,,145.8330,0.0000,940.1010,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,1.0610,,940.1010,259.1010,,0.0000,,,2.7680,238.8150,1.0630,0.0000,0.0000,8.6890,6.8840,8.6890,3.1900,5.3410,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.8110,,,,,15.6300,0.0000,0.1540,0.0000,113.9010,,,,,,,,,,,,,48.3620,,212.2170,,18.940000000000,20.700000000000,14.280000000000
