324,0001392972,PRO,"PROS Holdings, Inc.",7371,Services-Computer Programming Services
325,0001393052,VEEV,VEEVA SYSTEMS INC,7372,Services-Prepackaged Software
326,0001394056,OSS,"ONE STOP SYSTEMS, INC.",3571,Electronic Computers
327,0001396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC.",7372,Services-Prepackaged Software
328,0001397183,IVDA,"Iveda Solutions, Inc.",7372,Services-Prepackaged Software
329,0001398805,BEEM,Beam Global,3674,Semiconductors & Related Devices
330,0001402057,CDW,CDW Corp,5961,Retail-Catalog & Mail-Order Houses
331,0001402371,ELRA,"ELRAY RESOURCES, INC.",7372,Services-Prepackaged Software
332,0001402436,SSNC,SS&C Technologies Holdings Inc,7372,Services-Prepackaged Software
333,0001404655,HUBS,HUBSPOT INC,7372,Services-Prepackaged Software
334,0001408710,FN,Fabrinet,3661,Telephone & Telegraph Apparatus
335,0001410172,RBCN,"Rubicon Technology, Inc.",3674,Semiconductors & Related Devices
336,0001410384,QTWO,"Q2 Holdings, Inc.",7372,Services-Prepackaged Software
337,0001410738,VPLM,Voip-pal.com Inc,3661,Telephone & Telegraph Apparatus
338,0001413447,NXPI,NXP Semiconductors N.V.,3674,Semiconductors & Related Devices
339,0001419612,SEDG,"SOLAREDGE TECHNOLOGIES, INC.",3674,Semiconductors & Related Devices
340,0001419951,DTST,Data Storage Corp,7374,Services-Computer Processing & Data Preparation
341,0001420520,ATOM,Atomera Inc,3674,Semiconductors & Related Devices
342,0001421981,PTOP,Peer To Peer Network,7373,Services-Computer Integrated Systems Design
343,0001422930,PUBM,"PubMatic, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
344,0001432133,KLTR,KALTURA INC,7372,Services-Prepackaged Software
345,0001433195,APPF,APPFOLIO INC,7372,Services-Prepackaged Software
346,0001435064,CETX,CEMTREX INC,3670,Electronic Components & Accessories
347,0001435617,PWDY,"POWERDYNE INTERNATIONAL, INC.",7374,Services-Computer Processing & Data Preparation
348,0001437283,RPMT,"REGO PAYMENT ARCHITECTURES, INC.",7372,Services-Prepackaged Software
349,0001437424,POET,POET TECHNOLOGIES INC.,3674,Semiconductors & Related Devices
350,0001437517,CLOQ,"CYBERLOQ TECHNOLOGIES, INC.",7372,Services-Prepackaged Software
351,0001437925,GMGI,"Golden Matrix Group, Inc.",7372,Services-Prepackaged Software
352,0001438231,DMRC,Digimarc CORP,7373,Services-Computer Integrated Systems Design
353,0001438423,MRAM,EVERSPIN TECHNOLOGIES INC.,3674,Semiconductors & Related Devices
354,0001441683,APPN,APPIAN CORP,7372,Services-Prepackaged Software
355,0001441816,MDB,"MongoDB, Inc.",7372,Services-Prepackaged Software
356,0001442145,VRSK,"Verisk Analytics, Inc.",7374,Services-Computer Processing & Data Preparation
357,0001445305,WK,WORKIVA INC,7372,Services-Prepackaged Software
358,0001447380,MFON,MOBIVITY HOLDINGS CORP.,7372,Services-Prepackaged Software
359,0001447669,TWLO,TWILIO INC,7372,Services-Prepackaged Software
360,0001451809,SITM,SITIME Corp,3674,Semiconductors & Related Devices
361,0001453015,BLDP,Ballard Power Systems Inc.,3620,Electrical Industrial Apparatus
362,0001454742,GMER,"GOOD GAMING, INC.",7372,Services-Prepackaged Software
363,0001454938,TEAD,Teads Holding Co.,7370,"Services-Computer Programming, Data Processing, Etc."
364,0001459200,ALRM,"Alarm.com Holdings, Inc.",7372,Services-Prepackaged Software
365,0001462056,BLZE,"Backblaze, Inc.",7372,Services-Prepackaged Software
366,0001462223,NIXX,"Nixxy, Inc.",7371,Services-Computer Programming Services
367,0001463101,ENPH,"Enphase Energy, Inc.",3674,Semiconductors & Related Devices
368,0001463972,VUZI,Vuzix Corp,3663,Radio & Tv Broadcasting & Communications Equipment
369,0001467623,DBX,"DROPBOX, INC.",7372,Services-Prepackaged Software
370,0001467761,FIEE,"FiEE, Inc.",3661,Telephone & Telegraph Apparatus
371,0001468978,SITS,"SOUTHERN ITS INTERNATIONAL, INC.",7372,Services-Prepackaged Software
372,0001474432,PSTG,"Pure Storage, Inc.",3572,Computer Storage Devices
373,0001474735,GNRC,GENERAC HOLDINGS INC.,3621,Motors & Generators
374,0001475115,EB,"Eventbrite, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
375,0001476840,EXFY,"Expensify, Inc.",7372,Services-Prepackaged Software
376,0001477333,NET,"Cloudflare, Inc.",7372,Services-Prepackaged Software
377,0001477641,DQ,DAQO NEW ENERGY CORP.,3674,Semiconductors & Related Devices
378,0001477720,ASAN,"Asana, Inc.",7372,Services-Prepackaged Software
379,0001477960,CCTC,Catalyst Crew Technologies Corp.,7370,"Services-Computer Programming, Data Processing, Etc."
380,0001481028,HYSR,"SUNHYDROGEN, INC.",3674,Semiconductors & Related Devices
381,0001481513,JKS,"JinkoSolar Holding Co., Ltd.",3674,Semiconductors & Related Devices
382,0001482554,HFUS,"Hartford Creative Group, Inc.",7374,Services-Computer Processing & Data Preparation
383,0001484778,TDUP,ThredUp Inc.,5961,Retail-Catalog & Mail-Order Houses
384,0001485074,FRZT,"Freeze Tag, Inc.",7372,Services-Prepackaged Software
385,0001487952,VPG,"Vishay Precision Group, Inc.",3670,Electronic Components & Accessories
386,0001489096,THR,"Thermon Group Holdings, Inc.",3620,Electrical Industrial Apparatus
387,0001493594,MTSI,"MACOM Technology Solutions Holdings, Inc.",3674,Semiconductors & Related Devices
388,0001493761,TBCH,Turtle Beach Corp,3669,"Communications Equipment, NEC"
389,0001494259,CARG,"CarGurus, Inc.",7374,Services-Computer Processing & Data Preparation
390,0001497230,FYNN,Fyntechnical Innovations Inc,7374,Services-Computer Processing & Data Preparation
391,0001498067,CTGL,"CITRINE GLOBAL, CORP.",7372,Services-Prepackaged Software
392,0001498148,AITX,Artificial Intelligence Technology Solutions Inc.,7372,Services-Prepackaged Software
393,0001498372,IWAL,iWallet Corp,3669,"Communications Equipment, NEC"
394,0001500412,AMBQ,"Ambiq Micro, Inc.",3674,Semiconductors & Related Devices
395,0001505155,UPLD,"Upland Software, Inc.",7372,Services-Prepackaged Software
396,0001505952,DOMO,"DOMO, INC.",7372,Services-Prepackaged Software
397,0001506293,PINS,"PINTEREST, INC.",7370,"Services-Computer Programming, Data Processing, Etc."
398,0001507957,IPWR,Ideal Power Inc.,3674,Semiconductors & Related Devices
399,0001508475,VNET,"VNET Group, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
400,0001509223,MTBLY,"Moatable, Inc.",7372,Services-Prepackaged Software
401,0001510593,XNET,Xunlei Ltd,7372,Services-Prepackaged Software
402,0001511737,UI,Ubiquiti Inc.,3663,Radio & Tv Broadcasting & Communications Equipment
403,0001512673,XYZ,"Block, Inc.",7372,Services-Prepackaged Software
404,0001513845,NBIS,Nebius Group N.V.,7370,"Services-Computer Programming, Data Processing, Etc."
405,0001514056,TESI,Titan Environmental Solutions Inc.,7371,Services-Computer Programming Services
406,0001514416,BAND,Bandwidth Inc.,7372,Services-Prepackaged Software
407,0001516513,DOCS,"Doximity, Inc.",7371,Services-Computer Programming Services
408,0001517228,COMM,"CommScope Holding Company, Inc.",3663,Radio & Tv Broadcasting & Communications Equipment
409,0001517375,SPT,"Sprout Social, Inc.",7372,Services-Prepackaged Software
410,0001517389,JFIL,"Jubilant Flame International, Ltd",7371,Services-Computer Programming Services
411,0001517396,SSYS,STRATASYS LTD.,3577,"Computer Peripheral Equipment, NEC"
412,0001517413,FSLY,"Fastly, Inc.",7372,Services-Prepackaged Software
413,0001518461,AMPG,"AmpliTech Group, Inc.",3669,"Communications Equipment, NEC"
414,0001522540,MQ,"Marqeta, Inc.",7372,Services-Prepackaged Software
415,0001523836,LITB,"LightInTheBox Holding Co., Ltd.",5961,Retail-Catalog & Mail-Order Houses
416,0001526125,GDS,GDS Holdings Ltd,7370,"Services-Computer Programming, Data Processing, Etc."
417,0001526520,TRIP,"TripAdvisor, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
418,0001527636,ATHM,Autohome Inc.,7374,Services-Computer Processing & Data Preparation
419,0001528188,WNFT,Worldwide NFT Inc.,7374,Services-Computer Processing & Data Preparation
420,0001528396,GWRE,"Guidewire Software, Inc.",7372,Services-Prepackaged Software
421,0001529113,XTIA,"XTI Aerospace, Inc.",7371,Services-Computer Programming Services
422,0001529192,VIPS,Vipshop Holdings Ltd,5961,Retail-Catalog & Mail-Order Houses
423,0001529274,ALKT,"ALKAMI TECHNOLOGY, INC.",7372,Services-Prepackaged Software
424,0001530238,JOYY,JOYY Inc.,7374,Services-Computer Processing & Data Preparation
425,0001530979,HNST,"Honest Company, Inc.",5961,Retail-Catalog & Mail-Order Houses
426,0001534154,AUID,authID Inc.,7372,Services-Prepackaged Software
427,0001535527,CRWD,"CrowdStrike Holdings, Inc.",7372,Services-Prepackaged Software
428,0001544522,FRSH,Freshworks Inc.,7372,Services-Prepackaged Software
429,0001546296,IPDN,"Professional Diversity Network, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
430,0001546853,SKKY,"Skkynet Cloud Systems, Inc.",7372,Services-Prepackaged Software
431,0001549346,SSTK,"Shutterstock, Inc.",7374,Services-Computer Processing & Data Preparation
432,0001552670,TAOP,Taoping Inc.,7372,Services-Prepackaged Software
433,0001554818,AUUD,AUDDIA INC.,7374,Services-Computer Processing & Data Preparation
434,0001557798,CIIT,"Tianci International, Inc.",3576,Computer Communications Equipment
435,0001557860,GLOB,Globant S.A.,7374,Services-Computer Processing & Data Preparation
436,0001558924,PKKFF,Tenet Fintech Group Inc.,7372,Services-Prepackaged Software
437,0001559865,EVTC,"EVERTEC, Inc.",7374,Services-Computer Processing & Data Preparation
438,0001560327,RPD,"Rapid7, Inc.",7372,Services-Prepackaged Software
439,0001561550,DDOG,"Datadog, Inc.",7372,Services-Prepackaged Software
440,0001562088,DUOL,"Duolingo, Inc.",7372,Services-Prepackaged Software
441,0001564408,SNAP,Snap Inc,7370,"Services-Computer Programming, Data Processing, Etc."
442,0001565228,VISL,"Vislink Technologies, Inc.",3669,"Communications Equipment, NEC"
443,0001565687,INTA,"Intapp, Inc.",7372,Services-Prepackaged Software
444,0001568100,PD,"PagerDuty, Inc.",7372,Services-Prepackaged Software
445,0001568385,BMTM,"Bright Mountain Media, Inc.",7371,Services-Computer Programming Services
446,0001568969,APYP,"APPYEA, INC",7371,Services-Computer Programming Services
447,0001569345,CXM,"Sprinklr, Inc.",7372,Services-Prepackaged Software
448,0001571123,SAIC,Science Applications International Corp,7373,Services-Computer Integrated Systems Design
449,0001571996,DELL,Dell Technologies Inc.,3571,Electronic Computers
450,0001575793,WATT,Energous Corp,3663,Radio & Tv Broadcasting & Communications Equipment
451,0001576789,WIX,Wix.com Ltd.,7370,"Services-Computer Programming, Data Processing, Etc."
452,0001576942,SFIX,"Stitch Fix, Inc.",5961,Retail-Catalog & Mail-Order Houses
453,0001577351,XYLB,"XY Labs, Inc.",3669,"Communications Equipment, NEC"
454,0001577445,ODYS,Odysight.ai Inc.,7373,Services-Computer Integrated Systems Design
455,0001577526,AI,"C3.ai, Inc.",7372,Services-Prepackaged Software
456,0001579878,FIG,"Figma, Inc.",7372,Services-Prepackaged Software
457,0001580808,ATEN,"A10 Networks, Inc.",3576,Computer Communications Equipment
458,0001581760,LIF,"Life360, Inc.",7374,Services-Computer Processing & Data Preparation
459,0001582961,DOCN,"DigitalOcean Holdings, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
460,0001582982,CCLD,"CareCloud, Inc.",7372,Services-Prepackaged Software
461,0001583708,S,"SentinelOne, Inc.",7372,Services-Prepackaged Software
462,0001584480,GTIC,"Greentech Innovations, Inc.",7372,Services-Prepackaged Software
463,0001585521,ZM,"Zoom Communications, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
464,0001590955,PAYC,"Paycom Software, Inc.",7372,Services-Prepackaged Software
465,0001591698,PCTY,Paylocity Holding Corp,7372,Services-Prepackaged Software
466,0001591913,IPSI,"Innovative Payment Solutions, Inc.",5961,Retail-Catalog & Mail-Order Houses
467,0001593184,BRGX,"BIOREGENX, INC.",7370,"Services-Computer Programming, Data Processing, Etc."
468,0001593549,NUGN,"Livento Group, Inc.",7372,Services-Prepackaged Software
469,0001594805,SHOP,SHOPIFY INC.,7372,Services-Prepackaged Software
470,0001595761,WB,WEIBO Corp,7370,"Services-Computer Programming, Data Processing, Etc."
471,0001595974,MGNI,"MAGNITE, INC.",7370,"Services-Computer Programming, Data Processing, Etc."
472,0001596532,ANET,"Arista Networks, Inc.",3576,Computer Communications Equipment
473,0001596961,RDNW,"RideNow Group, Inc.",7371,Services-Computer Programming Services
474,0001597033,SABR,Sabre Corp,7370,"Services-Computer Programming, Data Processing, Etc."
475,0001597835,CMCM,Cheetah Mobile Inc.,7372,Services-Prepackaged Software
476,0001598110,CYBR,CyberArk Software Ltd.,7372,Services-Prepackaged Software
477,0001600641,DIBS,"1stdibs.com, Inc.",5961,Retail-Catalog & Mail-Order Houses
478,0001600983,KSCP,"Knightscope, Inc.",3669,"Communications Equipment, NEC"
479,0001602409,FNGR,"FingerMotion, Inc.",7372,Services-Prepackaged Software
480,0001603015,VIA,"Via Transportation, Inc.",7372,Services-Prepackaged Software
481,0001603652,ULY,Urgent.ly Inc.,7374,Services-Computer Processing & Data Preparation
482,0001604778,QRVO,"Qorvo, Inc.",3674,Semiconductors & Related Devices
483,0001606757,KE,"Kimball Electronics, Inc.",3672,Printed Circuit Boards
484,0001609151,WEAV,"Weave Communications, Inc.",7372,Services-Prepackaged Software
485,0001609711,GDDY,GoDaddy Inc.,7373,Services-Computer Integrated Systems Design
486,0001610601,MOMO,Hello Group Inc.,7372,Services-Prepackaged Software
487,0001611052,PCOR,"PROCORE TECHNOLOGIES, INC.",7372,Services-Prepackaged Software
488,0001614178,YEXT,"Yext, Inc.",7374,Services-Computer Processing & Data Preparation
489,0001615063,INSE,"Inspired Entertainment, Inc.",7372,Services-Prepackaged Software
490,0001615165,VERI,"Veritone, Inc.",7374,Services-Computer Processing & Data Preparation
491,0001616156,WEWA,"WEWARDS, INC.",7370,"Services-Computer Programming, Data Processing, Etc."
492,0001616533,PENG,"Penguin Solutions, Inc.",3674,Semiconductors & Related Devices
493,0001616707,W,Wayfair Inc.,5961,Retail-Catalog & Mail-Order Houses
494,0001617553,ZIP,"ZIPRECRUITER, INC.",7370,"Services-Computer Programming, Data Processing, Etc."
495,0001618732,NTNX,"Nutanix, Inc.",7372,Services-Prepackaged Software
496,0001619227,CLOW,"Cloudweb, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
497,0001621672,SLE,"Super League Enterprise, Inc.",7373,Services-Computer Integrated Systems Design
498,0001625278,NRDS,"NERDWALLET, INC.",7374,Services-Computer Processing & Data Preparation
499,0001625414,BZUN,Baozun Inc.,5961,Retail-Catalog & Mail-Order Houses
500,0001625641,LAW,"CS Disco, Inc.",7372,Services-Prepackaged Software
501,0001626450,CMRC,"Commerce.com, Inc.",7372,Services-Prepackaged Software
502,0001627475,UPWK,"UPWORK, INC",7374,Services-Computer Processing & Data Preparation
503,0001630212,ALBT,Avalon GloboCare Corp.,7371,Services-Computer Programming Services
504,0001631282,DTSS,DATASEA INC.,7372,Services-Prepackaged Software
505,0001633369,CAST,"FreeCast, Inc.",7374,Services-Computer Processing & Data Preparation
506,0001633978,LITE,Lumentum Holdings Inc.,3669,"Communications Equipment, NEC"
507,0001635327,FLUT,Flutter Entertainment plc,7370,"Services-Computer Programming, Data Processing, Etc."
508,0001636422,HCAT,"Health Catalyst, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
509,0001637147,ZSPC,"zSpace, Inc.",7372,Services-Prepackaged Software
510,0001638826,TTAN,"ServiceTitan, Inc.",7372,Services-Prepackaged Software
511,0001639723,NAVN,"Navan, Inc.",7372,Services-Prepackaged Software
512,0001640147,SNOW,Snowflake Inc.,7372,Services-Prepackaged Software
513,0001640428,EVER,"EverQuote, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
514,0001642896,IOT,Samsara Inc.,7373,Services-Computer Integrated Systems Design
515,0001643303,NNDM,Nano Dimension Ltd.,3672,Printed Circuit Boards
516,0001645155,WBSR,Webstar Technology Group Inc.,7372,Services-Prepackaged Software
517,0001645590,HPE,Hewlett Packard Enterprise Co,3570,Computer & office Equipment
518,0001646188,ONDS,Ondas Holdings Inc.,3663,Radio & Tv Broadcasting & Communications Equipment
519,0001647822,SVMB,"Jingbo Technology, Inc.",7372,Services-Prepackaged Software
520,0001650164,TOST,"Toast, Inc.",7374,Services-Computer Processing & Data Preparation
521,0001650372,TEAM,Atlassian Corp,7372,Services-Prepackaged Software
522,0001650575,BRQSF,"Borqs Technologies, Inc.",7373,Services-Computer Integrated Systems Design
523,0001651562,COUR,"Coursera, Inc.",7372,Services-Prepackaged Software
524,0001651992,ASFT,"Appsoft Technologies, Inc.",7372,Services-Prepackaged Software
525,0001652044,GOOGL,Alphabet Inc.,7370,"Services-Computer Programming, Data Processing, Etc."
526,0001652535,ICHR,"ICHOR HOLDINGS, LTD.",3674,Semiconductors & Related Devices
527,0001653482,GTLB,Gitlab Inc.,7372,Services-Prepackaged Software
528,0001653606,EHVVF,"Ehave, Inc.",7371,Services-Computer Programming Services
529,0001656081,DAVA,Endava plc,7371,Services-Computer Programming Services
530,0001660134,OKTA,"Okta, Inc.",7372,Services-Prepackaged Software
531,0001660280,TENB,"Tenable Holdings, Inc.",7372,Services-Prepackaged Software
532,0001662684,KULR,"KULR Technology Group, Inc.",3670,Electronic Components & Accessories
533,0001664703,BE,Bloom Energy Corp,3620,Electrical Industrial Apparatus
534,0001665300,PHUN,"Phunware, Inc.",7374,Services-Computer Processing & Data Preparation
535,0001666071,CDLX,"Cardlytics, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
536,0001666134,BL,"BLACKLINE, INC.",7372,Services-Prepackaged Software
537,0001667011,AIP,"Arteris, Inc.",3674,Semiconductors & Related Devices
538,0001667313,ZDGE,"Zedge, Inc.",7372,Services-Prepackaged Software
539,0001671933,TTD,"Trade Desk, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
540,0001673481,SEGG,Lottery.com Inc.,7372,Services-Prepackaged Software
541,0001673743,HNGE,"Hinge Health, Inc.",7374,Services-Computer Processing & Data Preparation
542,0001674101,VRT,Vertiv Holdings Co,3679,"Electronic Components, NEC"
543,0001674227,WORX,SCWorx Corp.,7374,Services-Computer Processing & Data Preparation
544,0001674440,YYAI,AIRWA INC.,7370,"Services-Computer Programming, Data Processing, Etc."
545,0001676238,BRZE,"Braze, Inc.",7372,Services-Prepackaged Software
546,0001677897,UPYY,UPAY,7372,Services-Prepackaged Software
547,0001678105,CAHO,Caro Holdings Inc.,5961,Retail-Catalog & Mail-Order Houses
548,0001681622,VREX,Varex Imaging Corp,3679,"Electronic Components, NEC"
549,0001683606,CARS,Cars.com Inc.,7374,Services-Computer Processing & Data Preparation
550,0001683825,TRVG,trivago N.V.,7374,Services-Computer Processing & Data Preparation
551,0001688126,CRCW,Crypto Co,7374,Services-Computer Processing & Data Preparation
552,0001688568,DXC,DXC Technology Co,7374,Services-Computer Processing & Data Preparation
553,0001691221,FRSX,Foresight Autonomous Holdings Ltd.,7372,Services-Prepackaged Software
554,0001697851,REKR,"Rekor Systems, Inc.",3669,"Communications Equipment, NEC"
555,0001699838,CFLT,"Confluent, Inc.",7372,Services-Prepackaged Software
556,0001701963,VS,Versus Systems Inc.,7374,Services-Computer Processing & Data Preparation
557,0001705402,AGMH,"AGM GROUP HOLDINGS, INC.",7371,Services-Computer Programming Services
558,0001707753,ESTC,Elastic N.V.,7372,Services-Prepackaged Software
559,0001708055,RBBN,Ribbon Communications Inc.,7373,Services-Computer Integrated Systems Design
560,0001708441,MYND,"Mynd.ai, Inc.",3577,"Computer Peripheral Equipment, NEC"
561,0001709048,GFS,GLOBALFOUNDRIES Inc.,3674,Semiconductors & Related Devices
562,0001709628,CSAI,"CLOUDASTRUCTURE, INC.",7370,"Services-Computer Programming, Data Processing, Etc."
563,0001710495,PNXP,PINEAPPLE EXPRESS CANNABIS Co,7372,Services-Prepackaged Software
564,0001712807,PAGS,PagSeguro Digital Ltd.,7374,Services-Computer Processing & Data Preparation
565,0001713445,RDDT,"Reddit, Inc.",7374,Services-Computer Processing & Data Preparation
566,0001713683,ZS,"Zscaler, Inc.",7371,Services-Computer Programming Services
567,0001713923,AIJTY,Jianpu Technology Inc.,7370,"Services-Computer Programming, Data Processing, Etc."
568,0001715433,LCHD,Leader Capital Holdings Corp.,7371,Services-Computer Programming Services
569,0001716338,PT,Pintec Technology Holdings Ltd,7370,"Services-Computer Programming, Data Processing, Etc."
570,0001717115,TEM,"Tempus AI, Inc.",7370,"Services-Computer Programming, Data Processing, Etc."
571,0001718939,IDAI,T Stamp Inc,7372,Services-Prepackaged Software
572,0001720116,RDVT,"Red Violet, Inc.",7372,Services-Prepackaged Software
573,0001720420,IBEX,IBEX Ltd,7374,Services-Computer Processing & Data Preparation
574,0001720446,ZEPP,Zepp Health Corp,3571,Electronic Computers
575,0001721947,JAMF,Jamf Holding Corp.,7372,Services-Prepackaged Software
576,0001722731,FDCT,"FDCTECH, INC.",7372,Services-Prepackaged Software
577,0001723690,BILI,Bilibili Inc.,7374,Services-Computer Processing & Data Preparation
578,0001724542,CLPS,CLPS Inc,7372,Services-Prepackaged Software
579,0001725057,DAY,"Dayforce, Inc.",7372,Services-Prepackaged Software
580,0001725123,CANG,Cango Inc.,7372,Services-Prepackaged Software
581,0001725332,ALAR,Alarum Technologies Ltd.,7372,Services-Prepackaged Software
582,0001728190,HUYA,HUYA Inc.,7370,"Services-Computer Programming, Data Processing, Etc."
583,0001730168,AVGO,Broadcom Inc.,3674,Semiconductors & Related Devices
584,0001730869,EBZT,"Everything Blockchain, Inc.",7372,Services-Prepackaged Software
585,0001733298,QTTOY,Qutoutiao Inc.,7370,"Services-Computer Programming, Data Processing, Etc."
586,0001734107,SOHU,Sohu.com Ltd,7374,Services-Computer Processing & Data Preparation
587,0001734262,CTKYY,CooTek(Cayman)Inc.,7374,Services-Computer Processing & Data Preparation
588,0001734520,ALYAF,Alithya Group inc,7370,"Services-Computer Programming, Data Processing, Etc."
589,0001734722,PATH,"UiPath, Inc.",7372,Services-Prepackaged Software
590,0001736297,ALAB,"Astera Labs, Inc.",3674,Semiconductors & Related Devices
591,0001737270,NEXCF,Nextech3D.AI Corp.,7371,Services-Computer Programming Services
592,0001737339,JG,Aurora Mobile Ltd,7370,"Services-Computer Programming, Data Processing, Etc."
593,0001737450,OPRA,Opera Ltd,7372,Services-Prepackaged Software
594,0001738177,CMBM,Cambium Networks Corp,3663,Radio & Tv Broadcasting & Communications Equipment
595,0001738699,WKEY,Wisekey International Holding S.A.,7374,Services-Computer Processing & Data Preparation
596,0001738758,CHR,"Cheer Holding, Inc.",7374,Services-Computer Processing & Data Preparation
597,0001740797,AVAI,AVANT TECHNOLOGIES INC.,7374,Services-Computer Processing & Data Preparation
598,0001742341,HKIT,HiTek Global Inc.,7372,Services-Prepackaged Software
599,0001742518,MTC,"MMTec, Inc.",7372,Services-Prepackaged Software
600,0001743725,GDYN,"GRID DYNAMICS HOLDINGS, INC.",7372,Services-Prepackaged Software
601,0001743759,CRSR,"Corsair Gaming, Inc.",3577,"Computer Peripheral Equipment, NEC"
602,0001745431,STNE,StoneCo Ltd.,7374,Services-Computer Processing & Data Preparation
603,0001746618,RVLV,"Revolve Group, Inc.",5961,Retail-Catalog & Mail-Order Houses
604,0001751008,APP,AppLovin Corp,7370,"Services-Computer Programming, Data Processing, Etc."
605,0001751876,PAVS,Paranovus Entertainment Technology Ltd.,7374,Services-Computer Processing & Data Preparation
606,0001753368,SANG,Sangoma Technologies Corp,7370,"Services-Computer Programming, Data Processing, Etc."
607,0001753391,QSJC,"TANCHENG GROUP CO., LTD.",7370,"Services-Computer Programming, Data Processing, Etc."
608,0001753539,BKSY,BlackSky Technology Inc.,3663,Radio & Tv Broadcasting & Communications Equipment
609,0001753673,SJ,Scienjoy Holding Corp,7374,Services-Computer Processing & Data Preparation
610,0001754323,XTKG,"X3 Holdings Co., Ltd.",7371,Services-Computer Programming Services
611,0001755101,ALDS,APPlife Digital Solutions Inc,7374,Services-Computer Processing & Data Preparation
612,0001756708,JMIA,Jumia Technologies AG,5961,Retail-Catalog & Mail-Order Houses
613,0001758009,QUBT,Quantum Computing Inc.,7372,Services-Prepackaged Software
614,0001758530,SY,So-Young International Inc.,7374,Services-Computer Processing & Data Preparation
615,0001758699,TRSO,TRANSUITE.ORG INC.,7370,"Services-Computer Programming, Data Processing, Etc."
616,0001760233,GIFT,"GIFTIFY, INC.",5961,Retail-Catalog & Mail-Order Houses
617,0001761696,CRKN,Crown Electrokinetics Corp.,3679,"Electronic Components, NEC"
618,0001761911,NOWG,Nowigence Inc.,7370,"Services-Computer Programming, Data Processing, Etc."
619,0001762417,DOYU,DouYu International Holdings Ltd,7370,"Services-Computer Programming, Data Processing, Etc."
620,0001764046,CLVT,CLARIVATE PLC,7374,Services-Computer Processing & Data Preparation
621,0001765048,GCGJ,GUOCHUN INTERNATIONAL INC.,7370,"Services-Computer Programming, Data Processing, Etc."
622,0001766502,CHWY,"Chewy, Inc.",5961,Retail-Catalog & Mail-Order Houses
623,0001768267,CRNC,Cerence Inc.,7372,Services-Prepackaged Software
624,0001769628,CRWV,"CoreWeave, Inc.",7372,Services-Prepackaged Software
625,0001770088,WIMI,WiMi Hologram Cloud Inc.,7372,Services-Prepackaged Software
626,0001770450,XRX,Xerox Holdings Corp,3577,"Computer Peripheral Equipment, NEC"
627,0001773383,DT,"Dynatrace, Inc.",7372,Services-Prepackaged Software
628,0001774170,AIOT,"Powerfleet, Inc.",3669,"Communications Equipment, NEC"
629,0001774675,SKIL,Skillsoft Corp.,7372,Services-Prepackaged Software
630,0001777765,VQSSF,VIQ Solutions Inc.,7370,"Services-Computer Programming, Data Processing, Etc."
631,0001777921,AVPT,"AvePoint, Inc.",7372,Services-Prepackaged Software
632,0001779474,MAPS,"WM TECHNOLOGY, INC.",7372,Services-Prepackaged Software
633,0001780201,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",5961,Retail-Catalog & Mail-Order Houses
634,0001780531,OCFT,"ONECONNECT FINANCIAL TECHNOLOGY CO., LTD.",7370,"Services-Computer Programming, Data Processing, Etc."
635,0001781629,ANKM,"Ankam, Inc.",7371,Services-Computer Programming Services
636,0001783407,SOGP,Sound Group Inc.,7370,"Services-Computer Programming, Data Processing, Etc."
637,0001784440,BHIC,"BioScience Health Innovations, Inc.",7374,Services-Computer Processing & Data Preparation
638,0001784535,PRCH,"Porch Group, Inc.",7372,Services-Prepackaged Software
639,0001784970,NXTT,Next Technology Holding Inc.,7374,Services-Computer Processing & Data Preparation
640,0001786352,BILL,"BILL Holdings, Inc.",7372,Services-Prepackaged Software
641,0001788257,BWMX,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",5961,Retail-Catalog & Mail-Order Houses
642,0001788999,XPER,Xperi Inc.,7372,Services-Prepackaged Software
643,0001793663,VTEX,VTEX,7372,Services-Prepackaged Software
644,0001794350,YALA,Yalla Group Ltd,7370,"Services-Computer Programming, Data Processing, Etc."
645,0001794515,GTM,ZoomInfo Technologies Inc.,7372,Services-Prepackaged Software
646,0001795589,KC,Kingsoft Cloud Holdings Ltd,7372,Services-Prepackaged Software
647,0001796898,MAXN,"Maxeon Solar Technologies, Ltd.",3674,Semiconductors & Related Devices
648,0001799567,DDI,"DoubleDown Interactive Co., Ltd.",7374,Services-Computer Processing & Data Preparation
649,0001800227,IAC,IAC Inc.,7370,"Services-Computer Programming, Data Processing, Etc."
650,0001800392,MLGO,MicroAlgo Inc.,7371,Services-Computer Programming Services
